X,T
5.65395e-17, 310.15
0.111652, 310.15
0.403591, 310.15
0.660531, 310.15
0.777095, 310.15
1.00167, 310.15
1.01544, 310.15
1.12028, 310.15
1.46844, 310.15
1.70111, 310.15
1.77404, 310.15
1.85469, 310.15
2.06271, 310.15
2.5637, 310.15
2.62182, 310.15
2.72681, 310.15
3.08035, 310.15
3.14012, 310.15
3.42866, 310.15
3.47026, 310.15
3.62749, 310.15
3.74387, 310.15
4.17445, 310.15
4.27615, 310.15
4.3709, 310.15
4.49233, 310.15
4.8383, 310.15
5.059, 310.15
5.18537, 310.15
5.40092, 310.15
5.63451, 310.15
5.94784, 310.15
6.13083, 310.15
6.28942, 310.15
6.60029, 310.15
6.80765, 310.15
7.08538, 310.15
7.40452, 310.15
7.47478, 310.15
7.50825, 310.15
7.87584, 310.15
8.46272, 310.15
8.60865, 310.15
8.79731, 310.15
8.81028, 310.15
8.98494, 310.15
9.03546, 310.15
9.44115, 310.15
9.72417, 310.15
9.78404, 310.15
9.80013, 310.15
9.80994, 310.15
10.0847, 310.15
10.0952, 310.15
10.1058, 310.15
10.1346, 310.15
10.428, 310.15
10.7407, 310.15
10.9547, 310.15
11.0735, 310.15
11.1922, 310.15
11.2334, 310.15
11.625, 310.15
11.9489, 310.15
12.3015, 310.15
12.5804, 310.15
12.9603, 310.15
13.1668, 310.15
13.2752, 310.15
13.6499, 310.15
13.8615, 310.15
14.0532, 310.15
14.2182, 310.15
14.386, 310.15
14.7577, 310.15
14.9258, 310.15
15.194, 310.15
15.4228, 310.15
15.6413, 310.15
15.9854, 310.15
16.2872, 310.15
16.3204, 310.15
16.3684, 310.15
16.7262, 310.15
16.8292, 310.15
16.9986, 310.15
17.3993, 310.15
17.6287, 310.15
17.7661, 310.15
18.0621, 310.15
18.295, 310.15
18.438, 310.15
18.9198, 310.15
18.9229, 310.15
18.9247, 310.15
19.5235, 310.15
19.633, 310.15
19.9034, 310.15
20.1527, 310.15
20.3334, 310.15
20.6371, 310.15
20.6394, 310.15
20.6411, 310.15
20.6523, 310.15
21.3891, 310.15
21.4829, 310.15
21.5722, 310.15
21.7969, 310.15
22.2963, 310.15
22.3287, 310.15
22.3679, 310.15
22.526, 310.15
23.0528, 310.15
23.1192, 310.15
23.1311, 310.15
23.3347, 310.15
23.6672, 310.15
23.8484, 310.15
23.862, 310.15
23.9841, 310.15
24.0309, 310.15
24.6114, 310.15
24.796, 310.15
25.0449, 310.15
25.0872, 310.15
25.1467, 310.15
25.5274, 310.15
25.7038, 310.15
25.9095, 310.15
26.068, 310.15
26.125, 310.15
26.5801, 310.151
26.8933, 310.151
26.9449, 310.151
26.9607, 310.151
27.4174, 310.151
27.5022, 310.151
27.7477, 310.151
27.8517, 310.151
28.2806, 310.151
28.6079, 310.151
28.6461, 310.151
28.6702, 310.151
28.891, 310.151
28.9707, 310.151
28.9765, 310.151
28.9838, 310.151
29.0142, 310.151
29.3915, 310.151
29.6358, 310.151
29.9134, 310.151
29.981, 310.151
30.211, 310.151
30.2274, 310.151
30.5374, 310.151
30.8133, 310.151
31.042, 310.151
31.3759, 310.151
31.4802, 310.151
31.6119, 310.151
31.9194, 310.151
32.1335, 310.151
32.4237, 310.151
32.745, 310.151
33.098, 310.151
33.4287, 310.151
33.6064, 310.151
33.9978, 310.151
34.2219, 310.151
34.3137, 310.151
34.3259, 310.151
34.3784, 310.151
34.5254, 310.151
35.1462, 310.151
35.1916, 310.151
35.2056, 310.151
35.5727, 310.152
35.8424, 310.152
35.9048, 310.152
35.9606, 310.152
36.0721, 310.152
36.1576, 310.152
36.3292, 310.152
36.5138, 310.152
36.6686, 310.152
36.9288, 310.152
37.3182, 310.152
37.379, 310.152
37.4246, 310.152
37.5285, 310.152
37.6126, 310.152
37.6691, 310.152
37.8471, 310.152
38.1809, 310.152
38.3481, 310.152
38.5352, 310.152
39.0182, 310.153
39.2528, 310.153
39.6144, 310.153
39.7212, 310.153
40.0098, 310.153
40.0317, 310.153
40.056, 310.153
40.0954, 310.153
40.391, 310.153
40.5301, 310.153
40.6862, 310.153
40.9809, 310.153
41.1577, 310.154
41.4305, 310.154
41.7489, 310.154
41.8217, 310.154
42.074, 310.154
42.318, 310.154
42.3271, 310.154
42.3305, 310.154
42.5885, 310.155
42.9977, 310.155
43.3458, 310.155
43.5567, 310.155
43.7664, 310.156
43.8896, 310.156
44.3122, 310.156
44.3462, 310.156
44.6853, 310.157
44.892, 310.157
45.4194, 310.158
45.4638, 310.158
45.496, 310.158
45.5327, 310.158
45.5407, 310.158
45.628, 310.158
45.6336, 310.158
46.146, 310.159
46.6188, 310.16
46.6843, 310.16
46.7066, 310.16
46.7418, 310.16
46.804, 310.161
46.8687, 310.161
46.8858, 310.161
47.521, 310.162
47.6033, 310.163
47.8376, 310.163
47.976, 310.164
48.0467, 310.164
48.2974, 310.165
48.5714, 310.166
48.8625, 310.167
48.8975, 310.167
48.9366, 310.167
49.1369, 310.168
49.1622, 310.168
49.5948, 310.17
49.9534, 310.172
50.03, 310.172
50.2963, 310.174
50.4037, 310.175
50.6279, 310.176
50.6816, 310.177
50.7499, 310.177
50.9315, 310.178
51.1418, 310.179
51.5171, 310.183
51.6701, 310.184
51.6964, 310.184
51.7187, 310.185
51.8073, 310.185
51.8435, 310.186
51.8746, 310.186
51.8998, 310.186
52.2718, 310.189
52.4959, 310.192
52.8838, 310.197
53.0046, 310.198
53.1137, 310.199
53.3862, 310.204
53.7293, 310.209
53.7974, 310.21
53.8143, 310.21
53.9785, 310.213
54.3652, 310.22
54.4816, 310.222
54.5931, 310.224
54.6804, 310.226
55.0645, 310.234
55.2131, 310.238
55.5898, 310.248
55.7991, 310.254
