X,T
0, 310.15
0.0343244, 310.15
0.174568, 310.15
0.765246, 310.15
0.958264, 310.15
1.11186, 310.15
1.41696, 310.15
1.60227, 310.15
1.71406, 310.15
2.01436, 310.15
2.27985, 310.15
2.44031, 310.15
2.63956, 310.15
2.94983, 310.15
2.98003, 310.15
2.98947, 310.15
3.23563, 310.15
3.88827, 310.15
3.90628, 310.15
4.05599, 310.15
4.18047, 310.15
4.20641, 310.15
4.21929, 310.15
4.71641, 310.15
4.81223, 310.15
4.97742, 310.15
5.20291, 310.15
5.6756, 310.15
5.72351, 310.15
6.02683, 310.15
6.64379, 310.15
6.83849, 310.15
6.91625, 310.15
7.01522, 310.15
7.45745, 310.15
7.52279, 310.15
7.74955, 310.15
7.81674, 310.15
8.0298, 310.15
8.28125, 310.15
8.52994, 310.15
8.72216, 310.15
9.02389, 310.15
9.22732, 310.15
9.48946, 310.15
10.0742, 310.15
10.2535, 310.15
10.3404, 310.15
10.4819, 310.15
10.7722, 310.15
11.0771, 310.15
11.23, 310.15
11.9333, 310.15
11.9849, 310.15
12.0027, 310.15
12.0346, 310.15
12.1037, 310.15
12.3003, 310.15
12.3279, 310.15
12.3435, 310.15
13.0484, 310.15
13.2092, 310.15
13.5659, 310.15
13.6954, 310.151
13.8388, 310.151
14.1251, 310.151
14.3167, 310.151
14.6438, 310.151
14.7961, 310.151
14.8081, 310.151
15.2319, 310.151
15.466, 310.151
15.5264, 310.151
15.7117, 310.151
16.1771, 310.151
16.2345, 310.151
16.6192, 310.151
16.7668, 310.151
16.9309, 310.151
16.9772, 310.151
17.2999, 310.151
17.5, 310.151
17.6, 310.151
17.67, 310.151
17.8495, 310.151
17.8913, 310.151
17.9736, 310.151
18.4529, 310.151
18.4709, 310.151
18.8665, 310.151
19.2199, 310.151
19.4539, 310.151
19.6047, 310.151
19.8594, 310.151
20.1007, 310.151
20.5531, 310.151
20.653, 310.151
20.6632, 310.151
20.686, 310.151
20.7128, 310.151
20.7327, 310.151
21.0334, 310.151
21.2868, 310.151
21.3868, 310.151
21.6064, 310.151
21.7547, 310.151
22.0962, 310.151
22.1825, 310.151
22.5149, 310.151
22.5538, 310.152
22.9507, 310.152
23.0495, 310.152
23.2884, 310.152
23.7994, 310.152
23.9464, 310.152
24.2563, 310.152
24.3468, 310.152
24.512, 310.152
24.692, 310.152
24.9899, 310.152
25.1739, 310.152
25.5264, 310.152
25.644, 310.152
25.8859, 310.152
26.187, 310.152
26.4093, 310.152
26.8295, 310.153
26.8859, 310.153
27.2831, 310.153
27.4601, 310.153
27.6843, 310.153
27.9337, 310.153
28.2722, 310.153
28.3454, 310.153
28.4418, 310.153
28.6171, 310.153
28.8292, 310.153
28.9785, 310.153
29.1175, 310.154
29.281, 310.154
29.7707, 310.154
29.839, 310.154
30.0296, 310.154
30.1345, 310.154
30.1751, 310.154
30.3173, 310.154
30.3576, 310.154
30.5837, 310.154
30.5982, 310.154
30.6746, 310.154
31.0768, 310.155
31.1101, 310.155
31.123, 310.155
31.2009, 310.155
31.5314, 310.155
32.0586, 310.155
32.1668, 310.155
32.3987, 310.155
32.4097, 310.155
32.4278, 310.156
32.6946, 310.156
33.2609, 310.156
33.4774, 310.156
33.7656, 310.157
33.8001, 310.157
34.2031, 310.157
34.3883, 310.157
34.647, 310.158
35.0021, 310.158
35.0231, 310.158
35.3158, 310.158
35.6404, 310.159
35.9897, 310.159
36.0518, 310.159
36.1423, 310.159
36.4283, 310.16
36.7404, 310.16
37.2586, 310.161
37.3264, 310.161
37.3377, 310.161
37.4473, 310.161
37.4473, 310.161
38.2541, 310.162
38.2639, 310.162
38.2918, 310.163
38.8038, 310.163
38.9325, 310.164
39.0063, 310.164
39.0777, 310.164
39.293, 310.164
39.6228, 310.165
39.6837, 310.165
40.199, 310.166
40.2652, 310.167
40.314, 310.167
40.4792, 310.167
40.5383, 310.167
41.0665, 310.169
41.0853, 310.169
41.1123, 310.169
41.179, 310.169
41.3146, 310.169
41.3426, 310.17
41.7255, 310.171
41.8226, 310.171
42.0304, 310.172
42.9266, 310.175
42.9659, 310.175
42.9678, 310.175
42.977, 310.175
42.9788, 310.175
42.9882, 310.175
43.7658, 310.178
44.0726, 310.179
44.1487, 310.18
44.5674, 310.182
44.6971, 310.182
45.0982, 310.184
45.1539, 310.185
45.1939, 310.185
45.4298, 310.186
45.5103, 310.187
45.9091, 310.189
46.2977, 310.191
46.5273, 310.193
46.5399, 310.193
46.5475, 310.193
46.56, 310.193
46.5913, 310.193
47.1568, 310.197
47.2355, 310.198
47.3692, 310.199
47.6064, 310.201
47.7014, 310.201
47.9077, 310.203
47.9981, 310.204
48.1237, 310.205
48.2773, 310.206
48.3384, 310.207
48.5611, 310.209
49.1638, 310.215
49.185, 310.215
49.2614, 310.216
49.2818, 310.216
49.3153, 310.216
50.0148, 310.224
50.059, 310.225
50.1242, 310.226
50.4039, 310.229
50.6904, 310.233
51.1501, 310.24
51.4877, 310.245
51.496, 310.245
51.6606, 310.248
51.8361, 310.251
52.2539, 310.258
52.2893, 310.258
52.3214, 310.259
52.9439, 310.271
52.9961, 310.272
53.0564, 310.274
53.1828, 310.276
53.211, 310.277
53.5541, 310.285
53.8364, 310.292
53.9196, 310.294
54.0284, 310.297
54.0705, 310.298
54.4107, 310.308
54.7141, 310.316
54.9296, 310.322
54.9541, 310.323
54.9997, 310.325
55.5452, 310.343
55.632, 310.347
55.8551, 310.354
56.118, 310.366
56.1758, 310.369
56.3508, 310.375
56.579, 310.387
56.7111, 310.393
57.0233, 310.41
57.3461, 310.429
57.5856, 310.445
57.7111, 310.454
57.7298, 310.455
57.8365, 310.466
58, 310.482
58.1184, 310.483
58.1266, 310.483
58.128, 310.483
58.1329, 310.483
58.2402, 310.483
58.2484, 310.483
58.2519, 310.483
58.2606, 310.483
58.2959, 310.483
58.334, 310.483
58.353, 310.483
58.4022, 310.483
58.4028, 310.483
58.4097, 310.483
58.4688, 310.484
58.4709, 310.484
58.4766, 310.484
58.5243, 310.484
58.5504, 310.484
58.5678, 310.484
58.5986, 310.484
58.644, 310.484
58.6573, 310.484
58.6694, 310.484
58.702, 310.484
58.7066, 310.484
58.7121, 310.485
58.7594, 310.485
58.7843, 310.485
58.799, 310.485
58.8564, 310.485
58.8755, 310.485
58.9056, 310.485
58.9322, 310.485
58.9937, 310.486
59.0023, 310.486
59.0393, 310.486
59.049, 310.486
59.0529, 310.486
59.0957, 310.486
59.105, 310.486
59.1228, 310.486
59.147, 310.487
59.1997, 310.487
59.2271, 310.487
59.2499, 310.487
59.2791, 310.487
59.2996, 310.487
59.3529, 310.488
59.3722, 310.488
59.4098, 310.488
59.425, 310.488
59.4668, 310.488
59.5142, 310.489
59.5334, 310.489
59.5678, 310.489
59.6028, 310.489
59.6054, 310.489
59.6091, 310.489
59.6494, 310.489
59.6644, 310.489
59.6814, 310.49
59.6962, 310.49
59.7277, 310.49
59.7604, 310.49
59.7717, 310.49
59.7791, 310.49
59.7867, 310.49
59.8426, 310.491
59.9002, 310.491
59.9167, 310.491
59.9645, 310.491
60.0193, 310.492
60.0292, 310.492
60.0661, 310.492
60.0944, 310.492
60.146, 310.493
60.1702, 310.493
60.2343, 310.493
60.2501, 310.493
60.2671, 310.493
60.2912, 310.494
60.3262, 310.494
60.3296, 310.494
60.331, 310.494
60.3776, 310.494
60.4075, 310.494
60.4174, 310.495
60.4412, 310.495
60.5063, 310.495
60.5144, 310.495
60.5232, 310.495
60.5309, 310.495
60.5423, 310.495
60.5719, 310.496
60.6314, 310.496
60.674, 310.497
60.6825, 310.497
60.6952, 310.497
60.7334, 310.497
60.7773, 310.497
60.7992, 310.498
60.8438, 310.498
60.8544, 310.498
60.9016, 310.498
60.9215, 310.499
60.9703, 310.499
60.9722, 310.499
60.9743, 310.499
60.9991, 310.499
61.0068, 310.499
61.0225, 310.499
61.0546, 310.5
61.0814, 310.5
61.1324, 310.5
61.1539, 310.5
61.178, 310.501
61.1842, 310.501
61.2224, 310.501
61.2289, 310.501
61.2586, 310.501
61.2794, 310.502
61.2994, 310.502
61.3376, 310.502
61.3493, 310.502
61.3637, 310.502
61.3948, 310.503
61.4427, 310.503
61.4546, 310.503
61.48, 310.503
61.5016, 310.504
61.5134, 310.504
61.5522, 310.504
61.5661, 310.504
61.6422, 310.505
61.6796, 310.505
61.7093, 310.506
61.7753, 310.506
61.8179, 310.507
61.8293, 310.507
61.8372, 310.507
61.8656, 310.507
61.8656, 310.507
61.8659, 310.507
61.916, 310.508
61.9164, 310.508
61.9521, 310.508
61.9697, 310.508
62.0069, 310.509
62.0518, 310.509
62.1015, 310.509
62.1037, 310.51
62.1518, 310.51
62.1751, 310.51
62.2119, 310.511
62.2441, 310.511
62.2963, 310.512
62.3058, 310.512
62.3452, 310.512
62.3828, 310.512
62.3885, 310.513
62.4293, 310.513
62.4719, 310.513
62.4842, 310.514
62.4898, 310.514
62.5099, 310.514
62.5296, 310.514
62.5448, 310.514
62.5638, 310.514
62.5937, 310.515
62.6031, 310.515
62.6243, 310.515
62.65, 310.515
62.6534, 310.515
62.6617, 310.516
62.6809, 310.516
62.6913, 310.516
62.7401, 310.516
62.7418, 310.516
62.7584, 310.517
62.7609, 310.517
62.8037, 310.517
62.8277, 310.517
62.8377, 310.518
62.8942, 310.518
62.9295, 310.519
62.9518, 310.519
63.0126, 310.52
63.0163, 310.52
63.0477, 310.52
63.061, 310.52
63.088, 310.52
63.1097, 310.521
63.163, 310.521
63.1985, 310.522
63.2439, 310.522
63.2557, 310.522
63.2687, 310.523
63.3135, 310.523
63.3231, 310.523
63.3316, 310.523
63.3649, 310.524
63.3891, 310.524
63.431, 310.525
63.4328, 310.525
63.4336, 310.525
63.4845, 310.525
63.5131, 310.526
63.5184, 310.526
63.558, 310.526
63.5956, 310.527
63.6048, 310.527
63.7106, 310.528
63.7331, 310.528
63.7482, 310.529
63.7614, 310.529
63.7818, 310.529
63.819, 310.53
63.8614, 310.53
63.8716, 310.53
63.8768, 310.53
63.9312, 310.531
63.9671, 310.532
63.9989, 310.532
64.0368, 310.533
64.0463, 310.533
64.0889, 310.533
64.1196, 310.534
64.1367, 310.534
64.1759, 310.534
64.185, 310.535
64.188, 310.535
64.2248, 310.535
64.2309, 310.535
64.2743, 310.536
64.297, 310.536
64.3566, 310.537
64.3802, 310.537
64.434, 310.538
64.4558, 310.538
64.4867, 310.539
64.5172, 310.539
64.5736, 310.54
64.6104, 310.541
64.646, 310.541
64.6962, 310.542
64.6999, 310.542
64.7091, 310.542
64.7831, 310.543
64.797, 310.543
64.8011, 310.543
64.8458, 310.544
64.8529, 310.544
64.8679, 310.544
64.9033, 310.545
64.9237, 310.545
64.9407, 310.545
64.9846, 310.546
65.0166, 310.547
65.0207, 310.547
65.0226, 310.547
65.0588, 310.547
65.0925, 310.548
65.1128, 310.548
65.1463, 310.549
65.1695, 310.549
65.2134, 310.55
65.265, 310.55
65.2668, 310.55
65.3269, 310.551
65.3305, 310.551
65.339, 310.552
65.3518, 310.552
65.3823, 310.552
65.3846, 310.552
65.3857, 310.552
65.427, 310.553
65.4667, 310.554
65.4761, 310.554
65.4941, 310.554
65.5214, 310.554
65.5309, 310.555
65.5725, 310.555
65.6134, 310.556
65.6226, 310.556
65.6588, 310.557
65.6982, 310.557
65.7019, 310.557
65.7103, 310.558
65.7839, 310.559
65.8211, 310.559
65.8356, 310.56
65.8522, 310.56
65.8596, 310.56
65.8777, 310.56
65.916, 310.561
65.9335, 310.561
65.9599, 310.562
65.9989, 310.562
66.0487, 310.563
66.0602, 310.563
66.0722, 310.564
66.1149, 310.564
66.158, 310.565
66.1765, 310.565
66.2197, 310.566
66.2497, 310.567
66.2805, 310.567
66.3378, 310.568
66.3815, 310.569
66.4185, 310.57
66.4219, 310.57
66.4259, 310.57
66.4671, 310.571
66.5025, 310.571
66.5161, 310.571
66.5409, 310.572
66.5617, 310.572
66.5759, 310.572
66.603, 310.573
66.6173, 310.573
66.6463, 310.574
66.6815, 310.574
66.6999, 310.575
66.7405, 310.575
66.7513, 310.576
66.7981, 310.577
66.8091, 310.577
66.8126, 310.577
66.8415, 310.577
66.8455, 310.577
66.8573, 310.578
66.8981, 310.578
66.9665, 310.58
66.9832, 310.58
67.0256, 310.581
67.0338, 310.581
67.0415, 310.581
67.0767, 310.582
67.1089, 310.582
67.1118, 310.582
67.1632, 310.583
67.1851, 310.584
67.2249, 310.585
67.2423, 310.585
67.2893, 310.586
67.3233, 310.586
67.3346, 310.587
67.3892, 310.588
67.4177, 310.588
67.4349, 310.589
67.4607, 310.589
67.4635, 310.589
67.5041, 310.59
67.5162, 310.59
67.5538, 310.591
67.5589, 310.591
67.6045, 310.592
67.6279, 310.592
67.6426, 310.593
67.6649, 310.593
67.6895, 310.594
67.7129, 310.594
67.7223, 310.594
67.7257, 310.594
67.7505, 310.595
67.761, 310.595
67.7835, 310.596
67.8248, 310.596
67.8547, 310.597
67.9073, 310.598
67.9136, 310.598
67.9411, 310.599
67.9564, 310.599
67.9776, 310.6
67.9997, 310.6
68.0375, 310.601
68.043, 310.601
68.0619, 310.601
68.0936, 310.602
68.1207, 310.602
68.1656, 310.603
68.1694, 310.604
68.2095, 310.604
68.2443, 310.605
68.2749, 310.606
68.2889, 310.606
68.3207, 310.607
68.3623, 310.608
68.3688, 310.608
68.4187, 310.609
68.4697, 310.61
68.4824, 310.61
