X,T
1.19114e-16, 310.154
0.151876, 310.154
0.200186, 310.154
0.292295, 310.154
0.690158, 310.154
0.933406, 310.154
1.13882, 310.154
1.27213, 310.154
1.52163, 310.154
1.65827, 310.154
1.86314, 310.154
1.92701, 310.154
2.1356, 310.154
2.26358, 310.154
2.39809, 310.154
2.61738, 310.155
2.88296, 310.155
2.96968, 310.155
3.00026, 310.155
3.08011, 310.155
3.19475, 310.155
3.80813, 310.155
3.91968, 310.155
4.13726, 310.155
4.62827, 310.155
4.72102, 310.155
4.84622, 310.155
4.86376, 310.155
5.16499, 310.155
5.42993, 310.155
5.60831, 310.155
5.75057, 310.155
6.0222, 310.155
6.28694, 310.155
6.40291, 310.155
6.75215, 310.155
6.89153, 310.155
7.12029, 310.155
7.14631, 310.155
7.44397, 310.155
7.95865, 310.155
8.28502, 310.155
8.31945, 310.155
8.32419, 310.155
8.33647, 310.155
8.67397, 310.155
9.15912, 310.155
9.25517, 310.155
9.45816, 310.156
9.50848, 310.156
9.95746, 310.156
9.97758, 310.156
10.5191, 310.156
10.5882, 310.156
10.9416, 310.156
11.0883, 310.156
11.3461, 310.156
11.4345, 310.156
11.6514, 310.156
12.0176, 310.156
12.1446, 310.156
12.2573, 310.156
12.2994, 310.156
12.3095, 310.156
12.3743, 310.156
12.5564, 310.156
12.7053, 310.156
13.0584, 310.157
13.2322, 310.157
13.4674, 310.157
13.5214, 310.157
13.9366, 310.157
14.4907, 310.157
14.6964, 310.157
14.7671, 310.157
14.8148, 310.157
14.9029, 310.157
15.2869, 310.157
15.6606, 310.158
15.6778, 310.158
15.7477, 310.158
15.8539, 310.158
16.3149, 310.158
16.8879, 310.158
16.9041, 310.158
16.9194, 310.158
17.0178, 310.158
17.0557, 310.158
17.147, 310.158
17.7485, 310.159
17.7696, 310.159
17.9613, 310.159
18.1318, 310.159
18.5464, 310.159
18.6882, 310.159
18.9333, 310.159
19.2085, 310.159
19.4633, 310.159
19.5729, 310.16
19.8936, 310.16
20.08, 310.16
20.2302, 310.16
20.4938, 310.16
20.5896, 310.16
20.6937, 310.16
21.0081, 310.16
21.3495, 310.161
21.4026, 310.161
21.5146, 310.161
21.7577, 310.161
22.2466, 310.161
22.2977, 310.161
22.5636, 310.161
22.6133, 310.162
22.6415, 310.162
22.6818, 310.162
23.1922, 310.162
23.4491, 310.162
23.6217, 310.162
23.89, 310.163
24.0823, 310.163
24.4532, 310.163
24.7688, 310.163
24.9507, 310.163
25.2366, 310.164
25.4946, 310.164
25.7679, 310.164
25.7983, 310.164
26.1035, 310.164
26.2451, 310.165
26.634, 310.165
26.7327, 310.165
26.7984, 310.165
26.8033, 310.165
26.9521, 310.165
27.0259, 310.165
27.3177, 310.166
27.651, 310.166
27.9096, 310.166
28.098, 310.167
28.1612, 310.167
28.4648, 310.167
28.7, 310.167
28.9256, 310.168
29.195, 310.168
29.3648, 310.168
29.6772, 310.168
29.9088, 310.169
30.0695, 310.169
30.3495, 310.169
30.7105, 310.17
30.8498, 310.17
30.8983, 310.17
31.3023, 310.171
31.4411, 310.171
31.7928, 310.171
31.9612, 310.172
32.1866, 310.172
32.4965, 310.172
32.7001, 310.173
32.897, 310.173
33.0601, 310.173
33.5318, 310.174
33.6383, 310.174
34.1579, 310.175
34.2843, 310.176
34.4734, 310.176
34.6073, 310.176
34.8658, 310.177
35.1309, 310.177
35.4322, 310.178
35.6095, 310.178
35.724, 310.178
36.0752, 310.179
36.276, 310.18
36.3748, 310.18
36.5425, 310.18
36.8843, 310.181
36.9659, 310.181
37.4842, 310.182
37.5084, 310.182
37.7958, 310.183
38.052, 310.184
38.2654, 310.185
38.7037, 310.186
38.9568, 310.186
39.0192, 310.187
39.3508, 310.188
39.6683, 310.189
39.777, 310.189
39.8474, 310.189
40.2036, 310.19
40.6434, 310.192
40.7116, 310.192
41.0731, 310.194
41.0892, 310.194
41.1226, 310.194
41.447, 310.195
41.7557, 310.196
41.9817, 310.197
42.102, 310.198
42.2451, 310.198
42.5939, 310.2
42.6599, 310.2
42.9322, 310.201
43.1616, 310.202
43.4701, 310.204
43.6428, 310.205
43.8255, 310.206
44.247, 310.208
44.3833, 310.209
44.4897, 310.209
44.8966, 310.212
45.2672, 310.214
45.4095, 310.215
45.5486, 310.216
45.7172, 310.217
45.722, 310.217
45.7323, 310.217
45.7665, 310.218
46.3795, 310.222
46.6372, 310.224
46.7049, 310.224
46.762, 310.225
47.0672, 310.227
47.2874, 310.229
47.5053, 310.231
47.8383, 310.234
48.0369, 310.236
48.4117, 310.24
48.5912, 310.242
48.8577, 310.244
49.0153, 310.246
49.4082, 310.251
49.4315, 310.251
49.9007, 310.257
49.9793, 310.258
50.2882, 310.262
50.6312, 310.267
50.6416, 310.267
50.656, 310.268
51.0264, 310.273
51.1058, 310.274
51.2748, 310.277
51.5061, 310.281
51.8616, 310.288
51.9211, 310.289
52.1475, 310.293
52.3833, 310.297
52.6145, 310.302
52.7048, 310.304
52.7078, 310.304
53.0277, 310.311
53.3328, 310.318
53.5163, 310.323
53.5765, 310.325
53.7765, 310.33
54.0959, 310.338
54.1007, 310.338
54.103, 310.338
54.4432, 310.348
54.5898, 310.353
55.0787, 310.369
55.17, 310.372
55.2453, 310.375
55.3152, 310.378
55.3785, 310.38
55.4922, 310.385
56.065, 310.407
56.34, 310.42
56.3782, 310.422
56.5755, 310.432
56.7948, 310.445
57.0075, 310.457
57.3447, 310.478
57.5856, 310.495
57.7111, 310.505
57.7298, 310.506
57.8365, 310.517
58, 310.536
58.1184, 310.536
58.1266, 310.536
58.128, 310.536
58.1329, 310.536
58.2402, 310.536
58.2484, 310.536
58.2519, 310.536
58.2606, 310.536
58.2959, 310.536
58.334, 310.536
58.353, 310.536
58.4022, 310.536
58.4028, 310.536
58.4097, 310.537
58.4688, 310.537
58.4709, 310.537
58.4766, 310.537
58.5243, 310.537
58.5504, 310.537
58.5678, 310.537
58.5986, 310.537
58.644, 310.537
58.6573, 310.537
58.6694, 310.537
58.702, 310.537
58.7066, 310.537
58.7121, 310.537
58.7594, 310.537
58.7843, 310.538
58.799, 310.538
58.8564, 310.538
58.8755, 310.538
58.9056, 310.538
58.9322, 310.538
58.9937, 310.538
59.0023, 310.538
59.0393, 310.538
59.049, 310.538
59.0529, 310.538
59.0957, 310.538
59.105, 310.538
59.1228, 310.539
59.147, 310.539
59.1997, 310.539
59.2271, 310.539
59.2499, 310.539
59.2791, 310.539
59.2996, 310.539
59.3529, 310.539
59.3722, 310.539
59.4098, 310.539
59.425, 310.539
59.4668, 310.54
59.5142, 310.54
59.5334, 310.54
59.5678, 310.54
59.6028, 310.54
59.6054, 310.54
59.6091, 310.54
59.6494, 310.54
59.6644, 310.54
59.6814, 310.54
59.6962, 310.54
59.7277, 310.54
59.7604, 310.54
59.7717, 310.54
59.7791, 310.541
59.7867, 310.541
59.8426, 310.541
59.9002, 310.541
59.9167, 310.541
59.9645, 310.541
60.0193, 310.541
60.0292, 310.541
60.0661, 310.541
60.0944, 310.541
60.146, 310.542
60.1702, 310.542
60.2343, 310.542
60.2501, 310.542
60.2671, 310.542
60.2912, 310.542
60.3262, 310.542
60.3296, 310.542
60.331, 310.542
60.3776, 310.542
60.4075, 310.542
60.4174, 310.542
60.4412, 310.542
60.5063, 310.543
60.5144, 310.543
60.5232, 310.543
60.5309, 310.543
60.5423, 310.543
60.5719, 310.543
60.6314, 310.543
60.674, 310.543
60.6825, 310.543
60.6952, 310.543
60.7334, 310.543
60.7773, 310.543
60.7992, 310.543
60.8438, 310.543
60.8544, 310.543
60.9016, 310.544
60.9215, 310.544
60.9703, 310.544
60.9722, 310.544
60.9743, 310.544
60.9991, 310.544
61.0068, 310.544
61.0225, 310.544
61.0546, 310.544
61.0814, 310.544
61.1324, 310.544
61.1539, 310.544
61.178, 310.544
61.1842, 310.544
61.2224, 310.544
61.2289, 310.544
61.2586, 310.544
61.2794, 310.545
61.2994, 310.545
61.3376, 310.545
61.3493, 310.545
61.3637, 310.545
61.3948, 310.545
61.4427, 310.545
61.4546, 310.545
61.48, 310.545
61.5016, 310.545
61.5134, 310.545
61.5522, 310.545
61.5661, 310.545
61.6422, 310.545
61.6796, 310.545
61.7093, 310.546
61.7753, 310.546
61.8179, 310.546
61.8293, 310.546
61.8372, 310.546
61.8656, 310.546
61.8656, 310.546
61.8659, 310.546
61.916, 310.546
61.9164, 310.546
61.9521, 310.546
61.9697, 310.546
62.0069, 310.546
62.0518, 310.546
62.1015, 310.546
62.1037, 310.546
62.1518, 310.547
62.1751, 310.547
62.2119, 310.547
