lambda,Pabs
350, 0.730445
351, 0.722309
352, 0.712925
353, 0.702515
354, 0.691297
355, 0.679484
356, 0.667296
357, 0.654932
358, 0.64251
359, 0.63011
360, 0.617954
361, 0.606187
362, 0.594898
363, 0.58416
364, 0.574031
365, 0.564556
366, 0.555773
367, 0.547706
368, 0.540355
369, 0.533705
370, 0.527756
371, 0.52253
372, 0.518043
373, 0.514295
374, 0.51128
375, 0.508986
376, 0.507401
377, 0.506513
378, 0.50631
379, 0.506778
380, 0.507904
381, 0.509674
382, 0.512074
383, 0.515089
384, 0.518707
385, 0.522926
386, 0.527731
387, 0.533029
388, 0.538856
389, 0.545191
390, 0.552005
391, 0.559267
392, 0.566942
393, 0.574994
394, 0.583382
395, 0.592058
396, 0.600972
397, 0.610068
398, 0.619286
399, 0.628562
400, 0.637829
401, 0.64702
402, 0.65606
403, 0.664872
404, 0.673379
405, 0.681504
406, 0.68916
407, 0.69631
408, 0.702857
409, 0.708738
410, 0.713898
411, 0.71829
412, 0.721871
413, 0.724604
414, 0.726477
415, 0.727484
416, 0.727621
417, 0.726893
418, 0.725328
419, 0.722952
420, 0.719797
421, 0.715916
422, 0.711356
423, 0.706166
424, 0.700415
425, 0.694157
426, 0.687452
427, 0.680371
428, 0.672965
429, 0.665301
430, 0.657438
431, 0.649424
432, 0.641323
433, 0.633173
434, 0.62503
435, 0.616931
436, 0.608916
437, 0.601024
438, 0.593279
439, 0.585721
440, 0.578364
441, 0.571242
442, 0.564363
443, 0.557756
444, 0.551426
445, 0.545394
446, 0.539662
447, 0.534247
448, 0.529148
449, 0.524377
450, 0.519929
451, 0.515813
452, 0.512022
453, 0.508557
454, 0.505415
455, 0.502588
456, 0.500082
457, 0.497884
458, 0.49597
459, 0.494238
460, 0.492693
461, 0.491383
462, 0.490278
463, 0.489352
464, 0.488566
465, 0.487886
466, 0.487285
467, 0.486723
468, 0.486169
469, 0.485598
470, 0.484969
471, 0.484258
472, 0.483443
473, 0.482492
474, 0.481389
475, 0.480123
476, 0.478676
477, 0.477039
478, 0.475216
479, 0.473206
480, 0.471009
481, 0.468639
482, 0.466112
483, 0.463439
484, 0.460635
485, 0.457729
486, 0.454746
487, 0.451702
488, 0.44862
489, 0.44553
490, 0.442451
491, 0.439379
492, 0.4363
493, 0.433219
494, 0.430235
495, 0.427302
496, 0.424422
497, 0.421678
498, 0.419055
499, 0.416554
500, 0.414176
501, 0.411922
502, 0.409787
503, 0.407769
504, 0.405862
505, 0.404059
506, 0.402353
507, 0.400734
508, 0.399192
509, 0.397714
510, 0.396287
511, 0.394896
512, 0.393525
513, 0.392159
514, 0.390779
515, 0.389369
516, 0.387907
517, 0.386377
518, 0.384757
519, 0.383029
520, 0.381173
521, 0.379171
522, 0.377002
523, 0.374651
524, 0.372101
525, 0.369337
526, 0.366344
527, 0.363112
528, 0.359632
529, 0.355896
530, 0.3519
531, 0.347642
532, 0.343123
533, 0.338347
534, 0.33332
535, 0.328052
536, 0.322554
537, 0.316841
538, 0.310928
539, 0.304835
540, 0.298581
541, 0.292187
542, 0.285676
543, 0.279069
544, 0.272391
545, 0.265663
546, 0.258908
547, 0.252148
548, 0.245403
549, 0.238694
550, 0.232039
551, 0.225455
552, 0.218957
553, 0.21256
554, 0.206276
555, 0.200116
556, 0.194089
557, 0.188204
558, 0.182467
559, 0.176884
560, 0.171459
561, 0.166195
562, 0.161096
563, 0.156167
564, 0.151423
565, 0.146915
566, 0.142971
567, 0.142284
568, 0.134987
569, 0.130122
570, 0.126066
571, 0.122274
572, 0.11866
573, 0.1152
574, 0.111881
575, 0.108697
576, 0.105642
577, 0.102709
578, 0.0998928
579, 0.0971889
580, 0.0945926
581, 0.0921
582, 0.0897077
583, 0.0874121
584, 0.0852098
585, 0.0830968
586, 0.0810691
587, 0.0791229
588, 0.0772547
589, 0.0754616
590, 0.0737409
591, 0.0720898
592, 0.0705057
593, 0.0689852
594, 0.0675254
595, 0.0661236
596, 0.0647778
597, 0.0634863
598, 0.062247
599, 0.0610574
600, 0.0599149
601, 0.0588174
602, 0.0577637
603, 0.056753
604, 0.0557832
605, 0.0548519
606, 0.0539571
607, 0.053098
608, 0.0522744
609, 0.0514846
610, 0.0507263
611, 0.0499977
612, 0.0492988
613, 0.0486295
614, 0.0479882
615, 0.0473723
616, 0.0467812
617, 0.0462154
618, 0.0456745
619, 0.0451561
620, 0.0446585
621, 0.0441826
622, 0.0437288
623, 0.043295
624, 0.042879
625, 0.0424817
626, 0.0421041
627, 0.0417443
628, 0.0413997
629, 0.0410715
630, 0.0407615
631, 0.0404669
632, 0.0401848
633, 0.0399184
634, 0.0396706
635, 0.0394338
636, 0.0392045
637, 0.0391683
638, 0.0389674
639, 0.0386112
