lambda,Pabs
350, 0.852114
351, 0.849821
352, 0.845319
353, 0.838744
354, 0.830293
355, 0.820172
356, 0.808621
357, 0.795902
358, 0.782259
359, 0.767924
360, 0.75317
361, 0.738258
362, 0.723374
363, 0.708696
364, 0.694385
365, 0.680571
366, 0.66736
367, 0.654841
368, 0.643088
369, 0.632146
370, 0.621999
371, 0.612581
372, 0.603888
373, 0.595993
374, 0.588957
375, 0.582798
376, 0.577514
377, 0.573093
378, 0.56952
379, 0.566777
380, 0.564843
381, 0.563698
382, 0.563322
383, 0.563695
384, 0.564803
385, 0.566657
386, 0.569387
387, 0.572614
388, 0.576363
389, 0.58083
390, 0.585963
391, 0.591726
392, 0.598094
393, 0.605038
394, 0.612527
395, 0.620525
396, 0.628992
397, 0.637886
398, 0.647157
399, 0.656756
400, 0.66663
401, 0.676719
402, 0.686963
403, 0.697295
404, 0.707647
405, 0.71795
406, 0.728157
407, 0.73808
408, 0.747749
409, 0.757039
410, 0.765864
411, 0.774137
412, 0.781771
413, 0.788688
414, 0.794814
415, 0.800077
416, 0.804428
417, 0.807843
418, 0.810296
419, 0.811764
420, 0.81225
421, 0.811762
422, 0.810309
423, 0.807926
424, 0.804649
425, 0.800514
426, 0.795583
427, 0.789903
428, 0.783539
429, 0.776561
430, 0.76903
431, 0.761026
432, 0.752617
433, 0.743876
434, 0.734878
435, 0.725684
436, 0.71637
437, 0.706988
438, 0.697603
439, 0.688259
440, 0.679009
441, 0.669891
442, 0.660945
443, 0.652201
444, 0.643688
445, 0.635431
446, 0.627451
447, 0.619765
448, 0.612393
449, 0.60534
450, 0.598623
451, 0.592243
452, 0.586215
453, 0.580531
454, 0.5752
455, 0.570213
456, 0.565567
457, 0.561257
458, 0.557262
459, 0.553559
460, 0.550096
461, 0.546886
462, 0.543923
463, 0.541165
464, 0.538585
465, 0.536144
466, 0.533807
467, 0.531545
468, 0.529319
469, 0.527098
470, 0.524855
471, 0.522554
472, 0.520172
473, 0.517689
474, 0.515081
475, 0.512332
476, 0.509437
477, 0.506384
478, 0.503168
479, 0.499796
480, 0.496274
481, 0.492606
482, 0.488804
483, 0.484891
484, 0.480884
485, 0.476798
486, 0.472656
487, 0.468488
488, 0.464322
489, 0.460179
490, 0.456087
491, 0.452081
492, 0.448183
493, 0.444371
494, 0.440643
495, 0.437201
496, 0.433112
497, 0.429346
498, 0.425791
499, 0.422441
500, 0.419285
501, 0.416314
502, 0.413521
503, 0.410903
504, 0.408459
505, 0.406185
506, 0.404074
507, 0.402116
508, 0.400304
509, 0.398627
510, 0.397077
511, 0.395642
512, 0.394311
513, 0.39307
514, 0.391905
515, 0.3908
516, 0.389737
517, 0.3887
518, 0.387672
519, 0.386633
520, 0.385567
521, 0.384454
522, 0.383276
523, 0.382015
524, 0.38065
525, 0.379164
526, 0.377538
527, 0.375755
528, 0.373796
529, 0.371647
530, 0.369292
531, 0.366717
532, 0.363912
533, 0.360865
534, 0.357568
535, 0.354016
536, 0.350203
537, 0.34613
538, 0.341797
539, 0.337208
540, 0.33237
541, 0.327292
542, 0.321984
543, 0.316462
544, 0.310742
545, 0.304841
546, 0.298779
547, 0.292576
548, 0.286255
549, 0.279839
550, 0.273348
551, 0.266807
552, 0.260236
553, 0.253657
554, 0.247091
555, 0.240556
556, 0.234071
557, 0.227651
558, 0.221313
559, 0.21507
560, 0.208935
561, 0.20292
562, 0.197035
563, 0.191293
564, 0.185706
565, 0.180295
566, 0.175113
567, 0.170356
568, 0.167438
569, 0.169734
570, 0.156732
571, 0.151039
572, 0.146339
573, 0.141956
574, 0.13777
575, 0.133748
576, 0.129877
