lambda,Pabs
350, 0.723021
351, 0.738813
352, 0.754018
353, 0.767882
354, 0.779989
355, 0.790052
356, 0.798062
357, 0.80435
358, 0.808857
359, 0.811462
360, 0.812001
361, 0.810204
362, 0.805791
363, 0.798457
364, 0.78874
365, 0.777366
366, 0.764773
367, 0.751414
368, 0.737663
369, 0.723757
370, 0.709807
371, 0.695853
372, 0.681855
373, 0.667661
374, 0.653348
375, 0.639384
376, 0.626197
377, 0.614026
378, 0.602985
379, 0.593101
380, 0.584324
381, 0.576555
382, 0.569676
383, 0.56358
384, 0.558196
385, 0.553501
386, 0.549517
387, 0.546304
388, 0.543935
389, 0.5425
390, 0.542218
391, 0.543124
392, 0.544128
393, 0.546132
394, 0.548985
395, 0.552531
396, 0.55667
397, 0.561339
398, 0.566514
399, 0.572197
400, 0.578408
401, 0.585167
402, 0.592495
403, 0.600408
404, 0.608909
405, 0.617971
406, 0.627514
407, 0.637424
408, 0.64759
409, 0.657921
410, 0.668311
411, 0.678633
412, 0.688832
413, 0.698822
414, 0.708609
415, 0.718107
416, 0.72729
417, 0.736138
418, 0.744549
419, 0.752426
420, 0.759723
421, 0.766309
422, 0.772041
423, 0.776884
424, 0.780721
425, 0.783486
426, 0.785221
427, 0.785868
428, 0.785499
429, 0.784182
430, 0.781921
431, 0.778858
432, 0.774981
433, 0.770393
434, 0.765125
435, 0.7592
436, 0.752706
437, 0.74562
438, 0.73807
439, 0.730035
440, 0.721664
441, 0.712961
442, 0.704082
443, 0.695048
444, 0.686009
445, 0.676982
446, 0.668103
447, 0.659363
448, 0.65088
449, 0.642615
450, 0.634661
451, 0.626965
452, 0.619587
453, 0.612481
454, 0.605668
455, 0.599156
456, 0.592906
457, 0.586978
458, 0.581323
459, 0.576006
460, 0.571062
461, 0.566493
462, 0.561997
463, 0.557193
464, 0.552642
465, 0.54847
466, 0.544545
467, 0.540835
468, 0.537247
469, 0.533719
470, 0.530254
471, 0.526773
472, 0.523225
473, 0.519619
474, 0.515897
475, 0.512012
476, 0.507988
477, 0.503804
478, 0.499421
479, 0.494866
480, 0.490168
481, 0.485308
482, 0.480296
483, 0.475189
484, 0.470011
485, 0.464759
486, 0.459467
487, 0.454196
488, 0.44898
489, 0.44383
