lambda,Pabs
350, 0.898544
351, 0.892017
352, 0.883183
353, 0.872355
354, 0.859917
355, 0.84627
356, 0.831777
357, 0.816726
358, 0.801327
359, 0.785728
360, 0.770049
361, 0.754408
362, 0.738948
363, 0.723841
364, 0.709274
365, 0.695431
366, 0.682467
367, 0.67049
368, 0.65955
369, 0.649644
370, 0.640727
371, 0.632734
372, 0.625596
373, 0.619263
374, 0.61371
375, 0.608941
376, 0.604982
377, 0.601873
378, 0.599659
379, 0.59837
380, 0.598022
381, 0.598604
382, 0.600085
383, 0.602414
384, 0.605527
385, 0.609357
386, 0.613843
387, 0.618937
388, 0.624606
389, 0.630837
390, 0.637628
391, 0.644992
392, 0.652938
393, 0.661472
394, 0.67058
395, 0.680231
396, 0.690366
397, 0.700906
398, 0.711751
399, 0.722793
400, 0.733919
401, 0.745021
402, 0.756003
403, 0.766783
404, 0.777291
405, 0.787469
406, 0.79726
407, 0.80661
408, 0.815455
409, 0.823721
410, 0.831325
411, 0.838174
412, 0.844173
413, 0.849234
414, 0.853278
415, 0.856246
416, 0.858101
417, 0.858834
418, 0.85846
419, 0.857016
420, 0.854557
421, 0.851147
422, 0.846858
423, 0.841762
424, 0.835927
425, 0.829416
426, 0.822286
427, 0.814593
428, 0.806387
429, 0.797722
430, 0.788655
431, 0.779247
432, 0.769565
433, 0.759681
434, 0.749669
435, 0.739607
436, 0.729568
437, 0.719622
438, 0.70983
439, 0.700246
440, 0.69091
441, 0.681854
442, 0.673101
443, 0.664664
444, 0.65655
445, 0.648762
446, 0.641301
447, 0.634166
448, 0.627358
449, 0.62088
450, 0.614736
451, 0.60893
452, 0.603469
453, 0.598358
454, 0.593602
455, 0.589203
456, 0.585159
457, 0.581465
458, 0.578109
459, 0.575076
460, 0.572345
461, 0.569887
462, 0.567673
463, 0.565665
464, 0.563825
465, 0.56211
466, 0.560479
467, 0.558887
468, 0.557293
469, 0.555658
470, 0.553946
471, 0.552126
472, 0.550172
473, 0.548063
474, 0.545785
475, 0.543328
476, 0.54069
477, 0.537871
478, 0.534876
479, 0.531715
480, 0.528399
481, 0.524944
482, 0.521365
483, 0.51768
484, 0.513907
485, 0.510065
486, 0.506174
487, 0.502251
488, 0.498316
489, 0.494388
490, 0.490482
491, 0.486617
492, 0.482808
493, 0.47907
494, 0.475418
495, 0.471863
496, 0.468419
497, 0.465096
498, 0.461904
