lambda,Pabs
350, 0.885706
351, 0.873171
352, 0.859317
353, 0.844429
354, 0.828788
355, 0.812662
356, 0.796299
357, 0.779928
358, 0.763751
359, 0.747945
360, 0.732657
361, 0.718006
362, 0.704086
363, 0.690966
364, 0.678695
365, 0.667304
366, 0.656814
367, 0.647238
368, 0.638581
369, 0.630849
370, 0.624042
371, 0.618161
372, 0.613202
373, 0.60916
374, 0.606023
375, 0.60378
376, 0.602412
377, 0.601899
378, 0.602222
379, 0.603356
380, 0.605284
381, 0.607984
382, 0.611439
383, 0.615634
384, 0.620553
385, 0.626181
386, 0.6325
387, 0.63949
388, 0.647127
389, 0.655381
390, 0.664218
391, 0.673595
392, 0.683467
393, 0.693779
394, 0.704474
395, 0.715489
396, 0.726753
397, 0.738196
398, 0.749738
399, 0.7613
400, 0.772794
401, 0.784133
402, 0.795221
403, 0.805965
404, 0.816266
405, 0.826027
406, 0.835151
407, 0.843543
408, 0.851117
409, 0.85779
410, 0.863494
411, 0.868169
412, 0.871769
413, 0.874263
414, 0.875637
415, 0.87589
416, 0.875034
417, 0.873097
418, 0.870119
419, 0.866148
420, 0.861242
421, 0.855466
422, 0.84889
423, 0.841588
424, 0.833635
425, 0.82511
426, 0.816091
427, 0.806655
428, 0.79688
429, 0.786842
430, 0.776612
431, 0.76626
432, 0.755853
433, 0.745451
434, 0.735111
435, 0.724883
436, 0.714814
437, 0.704943
438, 0.695305
439, 0.685928
440, 0.676839
441, 0.668058
442, 0.659602
443, 0.651487
444, 0.643725
445, 0.636325
446, 0.629299
447, 0.622651
448, 0.616389
449, 0.610516
450, 0.605034
451, 0.599944
452, 0.595243
453, 0.590927
454, 0.586987
455, 0.583414
456, 0.580194
457, 0.57731
458, 0.574743
459, 0.572471
460, 0.57047
461, 0.56871
462, 0.567164
463, 0.565798
464, 0.56458
465, 0.563473
466, 0.562444
467, 0.561455
468, 0.560471
469, 0.559457
470, 0.558381
471, 0.557211
472, 0.555922
473, 0.554489
474, 0.552894
475, 0.551121
476, 0.549162
477, 0.547011
478, 0.544667
479, 0.542136
480, 0.539425
481, 0.536547
482, 0.533516
483, 0.530351
484, 0.52707
485, 0.523696
486, 0.520251
487, 0.516756
488, 0.513236
489, 0.509712
490, 0.506207
491, 0.502741
492, 0.499333
493, 0.496001
494, 0.492761
495, 0.489628
496, 0.486613
497, 0.483727
498, 0.480977
499, 0.478368
500, 0.475903
501, 0.473585
502, 0.47141
503, 0.469375
504, 0.467475
505, 0.465702
506, 0.464046
507, 0.462494
508, 0.461034
509, 0.459649
510, 0.458324
511, 0.457039
512, 0.455776
513, 0.454513
514, 0.453229
515, 0.451901
516, 0.450506
517, 0.449021
518, 0.447421
519, 0.445684
520, 0.443784
521, 0.441701
522, 0.439411
523, 0.436894
524, 0.434129
525, 0.431101
526, 0.427793
527, 0.424191
528, 0.420285
529, 0.416068
530, 0.411534
531, 0.406681
532, 0.401512
533, 0.396031
534, 0.390245
535, 0.384167
536, 0.377809
537, 0.37119
538, 0.364329
539, 0.357247
540, 0.349967
541, 0.342516
542, 0.33492
543, 0.327205
544, 0.319399
545, 0.31153
546, 0.303624
547, 0.295708
548, 0.287808
549, 0.279947
550, 0.272148
551, 0.264432
552, 0.256817
553, 0.249321
554, 0.241959
555, 0.234745
556, 0.227688
557, 0.220799
558, 0.214085
559, 0.207552
560, 0.201205
561, 0.195045
562, 0.189075
563, 0.183295
564, 0.177704
565, 0.172302
566, 0.167085
567, 0.162051
568, 0.157198
569, 0.15252
570, 0.148014
571, 0.143676
572, 0.139502
573, 0.135486
574, 0.131625
575, 0.127913
576, 0.124346
577, 0.120919
578, 0.117627
579, 0.114466
580, 0.111432
581, 0.108519
582, 0.105723
583, 0.103039
584, 0.100465
585, 0.0979943
586, 0.095624
587, 0.0933498
588, 0.0911679
589, 0.0890746
590, 0.087066
591, 0.0851389
592, 0.0832897
593, 0.0815153
594, 0.0798124
595, 0.0781782
596, 0.0766098
597, 0.0751044
598, 0.0736594
599, 0.0722723
600, 0.0709409
601, 0.0696627
602, 0.0684356
603, 0.0672577
604, 0.0661268
605, 0.0650413
606, 0.0639991
607, 0.0629988
608, 0.0620387
609, 0.0611171
610, 0.0602327
611, 0.0593841
612, 0.0585698
613, 0.0577888
614, 0.0570396
615, 0.0563213
616, 0.0556327
617, 0.0549728
618, 0.0543406
619, 0.0537352
620, 0.0531557
621, 0.0526013
622, 0.0520711
623, 0.0515645
624, 0.0510807
625, 0.050619
626, 0.0501788
627, 0.0497594
628, 0.0493602
629, 0.0489808
630, 0.0486204
631, 0.0482786
632, 0.0479548
633, 0.0476486
634, 0.0473595
635, 0.0470869
636, 0.0468304
637, 0.0465896
638, 0.0463639
639, 0.0461531
640, 0.0459566
641, 0.0457741
642, 0.0456052
643, 0.0454494
644, 0.0453065
645, 0.045176
646, 0.0450577
647, 0.0449512
648, 0.0448562
649, 0.0447723
650, 0.0446994
651, 0.0446372
652, 0.0445853
653, 0.0445435
654, 0.0445116
655, 0.0444894
656, 0.0444766
657, 0.044473
658, 0.0444783
659, 0.0444925
660, 0.0445152
661, 0.0445462
662, 0.0445853
663, 0.0446324
664, 0.0446872
665, 0.0447494
666, 0.0448188
667, 0.0448953
668, 0.0449785
669, 0.0450682
670, 0.0451641
671, 0.0452659
672, 0.0453735
673, 0.0454864
674, 0.0456044
675, 0.0457271
676, 0.0458542
677, 0.0459854
678, 0.0461203
679, 0.0462585
680, 0.0463998
681, 0.0465436
682, 0.0466895
683, 0.0468373
684, 0.0469864
685, 0.0471364
686, 0.0472869
687, 0.0474374
688, 0.0475874
689, 0.0477366
690, 0.0478843
691, 0.0480302
692, 0.0481738
693, 0.0483144
694, 0.0484518
695, 0.0485853
696, 0.0487144
697, 0.0488388
698, 0.0489577
699, 0.0490709
700, 0.0491777


