X,T
6.61744e-18, 310.156
0.0184548, 310.156
0.0427062, 310.156
0.713599, 310.156
0.863536, 310.156
1.18445, 310.156
1.20807, 310.156
1.56832, 310.156
1.71085, 310.156
1.888, 310.156
1.91154, 310.156
2.17007, 310.156
2.38956, 310.156
2.49522, 310.156
2.51177, 310.156
2.80467, 310.156
2.8235, 310.156
2.84773, 310.156
2.86623, 310.156
2.88435, 310.156
3.22476, 310.157
3.6959, 310.157
3.72094, 310.157
3.73052, 310.157
3.73152, 310.157
3.80351, 310.157
4.27225, 310.157
4.29094, 310.157
4.30328, 310.157
4.42201, 310.157
4.45982, 310.157
4.79663, 310.157
4.80968, 310.157
5.1085, 310.158
5.12079, 310.158
5.2133, 310.158
5.22462, 310.158
5.24142, 310.158
5.61883, 310.158
5.79266, 310.158
6.04619, 310.158
6.31789, 310.159
6.33214, 310.159
6.36147, 310.159
6.57423, 310.159
7.11628, 310.159
7.25993, 310.159
7.28773, 310.159
7.45203, 310.16
7.48121, 310.16
7.9786, 310.16
7.99248, 310.16
8.42894, 310.161
8.63268, 310.161
8.64118, 310.161
8.87926, 310.161
8.91891, 310.161
9.33926, 310.162
9.3556, 310.162
9.7224, 310.163
9.93788, 310.163
10.0886, 310.163
10.1042, 310.163
10.1215, 310.163
10.548, 310.164
10.7247, 310.164
11.2334, 310.165
11.2548, 310.165
11.2771, 310.166
11.3225, 310.166
11.3934, 310.166
11.7795, 310.167
11.7875, 310.167
11.9151, 310.167
11.9551, 310.167
11.9988, 310.167
12.3291, 310.168
12.6318, 310.169
12.9005, 310.169
13.1312, 310.17
13.1838, 310.17
13.4099, 310.171
13.7934, 310.172
13.822, 310.172
13.8998, 310.172
13.9178, 310.172
14.0079, 310.173
14.5002, 310.174
14.8071, 310.175
14.9565, 310.176
14.9821, 310.176
15.1256, 310.176
15.4573, 310.178
15.4799, 310.178
15.7013, 310.179
15.7266, 310.179
16.0484, 310.18
16.3423, 310.181
16.4912, 310.182
16.8275, 310.184
16.8492, 310.184
16.8743, 310.184
16.8746, 310.184
16.8842, 310.184
16.8973, 310.184
16.8995, 310.184
17.5532, 310.187
17.6718, 310.188
17.9363, 310.189
18.3169, 310.191
18.3393, 310.192
18.5029, 310.193
18.5223, 310.193
19.1119, 310.197
19.1344, 310.197
19.3215, 310.198
19.7029, 310.201
19.9533, 310.203
19.9779, 310.203
20.0766, 310.203
20.3354, 310.206
20.4088, 310.206
20.7977, 310.209
20.8126, 310.21
21.3653, 310.215
21.459, 310.215
21.4753, 310.216
21.4979, 310.216
21.5215, 310.216
22.0285, 310.221
22.0302, 310.221
22.0427, 310.221
22.0466, 310.221
22.0467, 310.221
22.0579, 310.221
22.5117, 310.226
22.6497, 310.228
22.6555, 310.228
22.692, 310.228
23.2866, 310.236
23.3022, 310.236
23.305, 310.236
23.9018, 310.244
23.9728, 310.245
23.9975, 310.245
24.0977, 310.247
24.6219, 310.255
24.6347, 310.255
24.798, 310.258
24.8155, 310.258
25.2729, 310.266
25.2925, 310.266
25.3124, 310.266
25.4032, 310.268
25.4512, 310.269
