X,T
1.32349e-17, 310.15
0.464403, 310.15
0.479732, 310.15
0.492113, 310.15
0.913676, 310.15
0.923566, 310.15
0.948772, 310.15
0.966172, 310.15
1.07378, 310.15
1.40649, 310.15
1.42316, 310.15
1.53466, 310.15
1.55764, 310.15
1.56829, 310.15
1.99779, 310.15
2.01764, 310.15
2.15296, 310.15
2.45815, 310.15
2.50113, 310.15
2.69068, 310.15
3.3359, 310.15
3.36739, 310.15
3.38791, 310.15
3.40631, 310.15
3.41567, 310.15
3.83892, 310.15
3.88281, 310.15
4.03129, 310.15
4.51766, 310.15
4.67117, 310.15
5.07922, 310.15
5.15565, 310.15
5.20691, 310.15
5.22312, 310.15
5.24499, 310.15
5.41424, 310.15
5.72647, 310.15
5.74351, 310.15
5.79054, 310.15
6.174, 310.15
6.65725, 310.15
6.68293, 310.15
6.68418, 310.15
6.68614, 310.15
6.69727, 310.15
7.33482, 310.15
7.36156, 310.15
7.52317, 310.15
7.55601, 310.15
7.92871, 310.15
7.94324, 310.15
8.21424, 310.15
8.23157, 310.15
8.25217, 310.15
8.3708, 310.15
8.50545, 310.15
8.51561, 310.15
8.53022, 310.15
8.92031, 310.15
8.93429, 310.15
9.15769, 310.15
9.59787, 310.15
9.61279, 310.15
9.65073, 310.15
9.68739, 310.15
10.0802, 310.15
10.3241, 310.15
10.704, 310.15
10.9863, 310.15
11.0216, 310.15
11.0457, 310.15
11.566, 310.15
11.5943, 310.15
11.6066, 310.15
11.6277, 310.15
11.6639, 310.15
12.2369, 310.15
12.4634, 310.15
12.7591, 310.15
12.7755, 310.15
12.7906, 310.15
13.0483, 310.15
13.0809, 310.15
13.4751, 310.15
13.4909, 310.15
13.9781, 310.15
14.0652, 310.15
14.1025, 310.15
14.1149, 310.15
14.6738, 310.15
14.7047, 310.15
14.7386, 310.15
14.7748, 310.15
15.3536, 310.15
15.3736, 310.15
15.4138, 310.15
15.8827, 310.15
16.3861, 310.15
16.3916, 310.151
16.4041, 310.151
16.4141, 310.151
16.4184, 310.151
16.6391, 310.151
16.9044, 310.151
16.9628, 310.151
16.9981, 310.151
17.0191, 310.151
17.4465, 310.151
17.4669, 310.151
17.4827, 310.151
17.6095, 310.151
17.6518, 310.151
18.0173, 310.151
18.5123, 310.151
18.5338, 310.151
18.5457, 310.151
18.7465, 310.151
19.194, 310.151
19.2365, 310.151
19.2714, 310.151
19.6897, 310.151
19.7087, 310.151
20.1214, 310.151
20.1922, 310.151
20.1948, 310.151
20.214, 310.151
20.2219, 310.151
20.5878, 310.151
20.9224, 310.151
21.0169, 310.151
21.2576, 310.151
21.2978, 310.151
21.5709, 310.151
21.7975, 310.151
21.8155, 310.151
22.0445, 310.151
22.0691, 310.151
22.4391, 310.151
22.6367, 310.151
22.6539, 310.152
22.8682, 310.152
23.2254, 310.152
23.4456, 310.152
23.4729, 310.152
24.0305, 310.152
24.0455, 310.152
24.065, 310.152
24.0669, 310.152
24.0697, 310.152
24.6188, 310.152
24.8893, 310.152
25.3651, 310.152
25.3946, 310.152
25.727, 310.153
25.8812, 310.153
25.9022, 310.153
25.9493, 310.153
26.2065, 310.153
26.289, 310.153
26.3881, 310.153
26.3883, 310.153
26.3885, 310.153
26.3988, 310.153
26.5139, 310.153
26.8375, 310.153
26.8549, 310.153
26.8698, 310.153
27.2397, 310.153
27.4355, 310.153
27.4654, 310.154
27.7014, 310.154
27.7296, 310.154
28.0799, 310.154
28.4066, 310.154
28.4224, 310.154
28.5463, 310.154
28.5782, 310.154
28.9221, 310.155
28.9431, 310.155
29.0727, 310.155
29.2569, 310.155
29.2913, 310.155
29.5495, 310.155
29.7639, 310.155
29.9966, 310.155
30.017, 310.155
30.2473, 310.156
30.5577, 310.156
30.5814, 310.156
31.01, 310.157
31.1496, 310.157
31.2057, 310.157
31.3145, 310.157
31.6756, 310.157
31.6903, 310.157
31.7046, 310.157
32.0187, 310.158
32.2479, 310.158
32.5785, 310.159
32.868, 310.159
32.897, 310.159
33.5806, 310.16
33.5814, 310.16
33.5827, 310.16
33.5973, 310.16
33.6059, 310.16
33.7091, 310.161
34.1084, 310.161
34.1752, 310.161
34.2184, 310.161
34.6175, 310.162
34.6309, 310.162
34.6393, 310.162
35.1881, 310.164
35.2073, 310.164
35.235, 310.164
35.2577, 310.164
35.7521, 310.165
36.0367, 310.166
36.0476, 310.166
36.2109, 310.166
36.438, 310.167
36.4797, 310.167
36.5836, 310.167
36.644, 310.168
36.6798, 310.168
36.7058, 310.168
37.0023, 310.169
37.3879, 310.17
37.4969, 310.17
37.5271, 310.171
38.0076, 310.172
38.0334, 310.173
38.0601, 310.173
38.6527, 310.175
38.6785, 310.175
38.7094, 310.175
38.7371, 310.176
39.1869, 310.178
39.6681, 310.18
39.6824, 310.18
39.696, 310.18
39.6982, 310.18
40.0838, 310.182
40.3345, 310.184
40.3665, 310.184
40.53, 310.185
40.5351, 310.185
40.6838, 310.186
41.341, 310.19
41.3554, 310.191
41.3768, 310.191
41.7707, 310.194
41.8758, 310.194
41.8902, 310.195
41.9469, 310.195
42.1908, 310.197
42.5932, 310.201
42.6187, 310.201
42.7338, 310.202
42.7555, 310.202
43.1889, 310.206
43.3753, 310.208
43.6721, 310.211
43.6819, 310.211
43.6995, 310.212
44.0947, 310.216
44.1916, 310.217
44.4398, 310.221
44.4761, 310.221
