X,T
6.61744e-18, 310.15
0.019974, 310.15
0.487715, 310.15
0.511362, 310.15
0.533771, 310.15
0.656746, 310.15
0.673753, 310.15
1.29419, 310.15
1.31324, 310.15
1.31911, 310.15
1.33005, 310.15
1.34376, 310.15
2.01001, 310.15
2.02757, 310.15
2.26674, 310.15
2.60199, 310.15
2.62033, 310.15
3.0311, 310.151
3.14098, 310.151
3.14876, 310.151
3.73566, 310.151
3.83718, 310.151
3.84786, 310.151
3.93197, 310.151
3.93894, 310.151
4.03926, 310.151
4.40806, 310.151
4.42345, 310.151
4.68011, 310.151
4.87286, 310.152
4.88096, 310.152
5.19286, 310.152
5.35188, 310.152
5.36663, 310.152
6.03559, 310.153
6.046, 310.153
6.05358, 310.153
6.06812, 310.153
6.06916, 310.153
6.07168, 310.153
6.57697, 310.155
7.04057, 310.156
7.09964, 310.156
7.14928, 310.156
7.16443, 310.156
7.22906, 310.157
7.28361, 310.157
7.61237, 310.158
7.61936, 310.158
7.73718, 310.159
7.75852, 310.159
7.78008, 310.159
8.15404, 310.161
8.69353, 310.166
8.71405, 310.166
8.74076, 310.166
8.7732, 310.166
8.7976, 310.167
8.82999, 310.167
8.89777, 310.168
9.39604, 310.174
9.52088, 310.177
9.5349, 310.177
9.6588, 310.179
9.76602, 310.182
9.77289, 310.182
9.79227, 310.182
9.82046, 310.183
9.8815, 310.185
9.93831, 310.188
10, 310.191
10.053, 310.191
10.0783, 310.191
10.0856, 310.191
10.1442, 310.191
10.1469, 310.191
10.1492, 310.191
10.1825, 310.191
10.2159, 310.191
10.2217, 310.191
10.2275, 310.191
10.2583, 310.191
10.2988, 310.191
10.3306, 310.191
10.3317, 310.191
10.3343, 310.191
10.3702, 310.191
10.4061, 310.191
10.4245, 310.191
10.4384, 310.191
10.4431, 310.191
10.4737, 310.191
10.4937, 310.191
10.5132, 310.191
10.5551, 310.191
10.5838, 310.191
10.5907, 310.191
10.5958, 310.191
10.6224, 310.191
10.6444, 310.191
10.6661, 310.191
10.6826, 310.192
10.6863, 310.192
10.7202, 310.192
10.7499, 310.192
10.7737, 310.192
10.8273, 310.192
10.8351, 310.192
10.8379, 310.192
10.8842, 310.192
10.8938, 310.192
10.9051, 310.192
10.9276, 310.192
10.9328, 310.192
10.9769, 310.192
10.9845, 310.192
11.0326, 310.192
11.0384, 310.192
11.0537, 310.192
11.1, 310.192
11.1338, 310.192
11.1573, 310.192
11.1703, 310.192
11.1946, 310.192
11.2327, 310.192
11.2328, 310.192
11.2332, 310.192
11.2717, 310.192
11.28, 310.192
11.3256, 310.192
11.347, 310.192
11.3854, 310.192
11.3884, 310.192
11.3904, 310.192
11.43, 310.192
11.4331, 310.192
11.4624, 310.192
11.4682, 310.192
11.473, 310.192
11.5131, 310.192
11.5144, 310.192
11.5533, 310.193
11.5776, 310.193
11.5901, 310.193
11.6313, 310.193
11.6323, 310.193
11.6325, 310.193
11.6343, 310.193
11.6717, 310.193
11.674, 310.193
11.72, 310.193
11.7485, 310.193
11.7556, 310.193
11.76, 310.193
11.7969, 310.193
11.8151, 310.193
11.8311, 310.193
11.8672, 310.193
11.8841, 310.193
11.8872, 310.193
11.8983, 310.193
11.9331, 310.193
11.9432, 310.193
11.9557, 310.193
11.9734, 310.193
11.9853, 310.193
12.0344, 310.193
12.0353, 310.193
12.0356, 310.193
12.0805, 310.193
12.0922, 310.193
12.1137, 310.193
12.119, 310.193
12.1343, 310.193
12.1501, 310.193
12.1674, 310.193
12.1781, 310.193
12.2287, 310.193
12.2384, 310.193
12.2427, 310.193
12.2652, 310.193
12.2825, 310.193
12.3195, 310.193
12.3382, 310.193
12.374, 310.193
12.3901, 310.193
12.4136, 310.193
12.4402, 310.193
12.4557, 310.193
12.4817, 310.194
12.4846, 310.194
12.5268, 310.194
12.5341, 310.194
12.5644, 310.194
12.595, 310.194
12.5975, 310.194
12.6263, 310.194
12.6619, 310.194
12.6672, 310.194
12.7025, 310.194
12.7204, 310.194
12.734, 310.194
12.7561, 310.194
12.766, 310.194
12.7719, 310.194
12.8049, 310.194
12.8383, 310.194
12.8557, 310.194
12.8723, 310.194
12.8862, 310.194
12.908, 310.194
12.9341, 310.194
12.9515, 310.194
12.9743, 310.194
13.0054, 310.194
13.0089, 310.194
13.041, 310.194
13.0523, 310.194
13.085, 310.194
13.0929, 310.194
13.0961, 310.194
13.1067, 310.194
13.1549, 310.194
13.1684, 310.194
13.1741, 310.194
13.2208, 310.194
13.2269, 310.194
13.2458, 310.194
13.2735, 310.194
13.291, 310.194
13.3111, 310.194
13.3193, 310.194
13.3609, 310.194
13.3728, 310.194
13.4041, 310.194
13.4206, 310.194
13.459, 310.194
13.4932, 310.194
13.4969, 310.194
13.5271, 310.194
13.5405, 310.194
13.5857, 310.195
13.6254, 310.195
13.6307, 310.195
13.6378, 310.195
13.6779, 310.195
13.7085, 310.195
13.7272, 310.195
13.7399, 310.195
13.7641, 310.195
13.7886, 310.195
13.7955, 310.195
13.8344, 310.195
13.8446, 310.195
13.8547, 310.195
13.8874, 310.195
13.9303, 310.195
13.9449, 310.195
13.9692, 310.195
14.0057, 310.195
14.0145, 310.195
14.0518, 310.195
14.081, 310.195
14.1009, 310.195
14.1262, 310.195
14.1592, 310.195
14.1723, 310.195
14.2098, 310.195
14.217, 310.195
14.2496, 310.195
14.2503, 310.195
14.2552, 310.195
14.289, 310.195
14.2921, 310.195
14.3562, 310.195
14.3664, 310.195
14.4087, 310.195
14.4474, 310.195
14.4605, 310.195
14.4979, 310.195
14.5001, 310.195
14.5025, 310.195
14.5479, 310.195
14.5575, 310.195
14.5919, 310.195
14.6035, 310.195
14.6313, 310.195
14.6439, 310.195
14.6619, 310.195
14.7114, 310.195
14.7393, 310.195
14.7494, 310.195
14.7835, 310.195
14.812, 310.195
14.8201, 310.195
14.8311, 310.195
14.8819, 310.195
14.892, 310.195
14.904, 310.195
14.9211, 310.196
14.9259, 310.196
14.9476, 310.196
14.978, 310.196
15.0049, 310.196
15.0251, 310.196
15.0489, 310.196
15.0782, 310.196
15.1217, 310.196
15.1641, 310.196
15.1683, 310.196
15.2135, 310.196
15.2284, 310.196
