lambda,Pabs
350, 0.832595
351, 0.822219
352, 0.810453
353, 0.797551
354, 0.783792
355, 0.76942
356, 0.754675
357, 0.739785
358, 0.724921
359, 0.710266
360, 0.696002
361, 0.682243
362, 0.66908
363, 0.656597
364, 0.644865
365, 0.633938
366, 0.623852
367, 0.614633
368, 0.606274
369, 0.598736
370, 0.591993
371, 0.58607
372, 0.580997
373, 0.576781
374, 0.573413
375, 0.57088
376, 0.569168
377, 0.56826
378, 0.568141
379, 0.568795
380, 0.570206
381, 0.572356
382, 0.575231
383, 0.578815
384, 0.583099
385, 0.588123
386, 0.593801
387, 0.599974
388, 0.606779
389, 0.614179
390, 0.622135
391, 0.630609
392, 0.639561
393, 0.648946
394, 0.658716
395, 0.668816
396, 0.679185
397, 0.689761
398, 0.700471
399, 0.711244
400, 0.721999
401, 0.732653
402, 0.743118
403, 0.753303
404, 0.763116
405, 0.772476
406, 0.781285
407, 0.789442
408, 0.796893
409, 0.803551
410, 0.809354
411, 0.814243
412, 0.818164
413, 0.82108
414, 0.822967
415, 0.823819
416, 0.82364
417, 0.822454
418, 0.820288
419, 0.817174
420, 0.813161
421, 0.808309
422, 0.802673
423, 0.796323
424, 0.789333
425, 0.781769
426, 0.773712
427, 0.765235
428, 0.756404
429, 0.7473
430, 0.737982
431, 0.728521
432, 0.718976
433, 0.7094
434, 0.699853
435, 0.690375
436, 0.681017
437, 0.671813
438, 0.662803
439, 0.654014
440, 0.645477
441, 0.637215
442, 0.629249
443, 0.621598
444, 0.614275
445, 0.607297
446, 0.600669
447, 0.594404
448, 0.588504
449, 0.582975
450, 0.577818
451, 0.573032
452, 0.568618
453, 0.564564
454, 0.560874
455, 0.557529
456, 0.554526
457, 0.551846
458, 0.549464
459, 0.547352
460, 0.545493
461, 0.543884
462, 0.542488
463, 0.541271
464, 0.540208
465, 0.539255
466, 0.538383
467, 0.537559
468, 0.536741
469, 0.535902
470, 0.535008
471, 0.534023
472, 0.532927
473, 0.531692
474, 0.530295
475, 0.528723
476, 0.526967
477, 0.525013
478, 0.522862
479, 0.520521
480, 0.51799
481, 0.51528
482, 0.51241
483, 0.509398
484, 0.506259
485, 0.503017
486, 0.499704
487, 0.496344
488, 0.492961
489, 0.489584
490, 0.486234
491, 0.482916
492, 0.479605
493, 0.476293
494, 0.473212
495, 0.469941
496, 0.466826
497, 0.463879
498, 0.461078
499, 0.458421
500, 0.455909
501, 0.453539
502, 0.451309
503, 0.449213
504, 0.447244
505, 0.445394
506, 0.443654
507, 0.442014
508, 0.44046
509, 0.43898
510, 0.437557
511, 0.436176
512, 0.434818
513, 0.433466
514, 0.432099
515, 0.430697
516, 0.429239
517, 0.427702
518, 0.426065
519, 0.424305
520, 0.422402
521, 0.420332
522, 0.418075
523, 0.415612
524, 0.412923
525, 0.409991
526, 0.4068
527, 0.403338
528, 0.399594
529, 0.395559
530, 0.391228
531, 0.386599
532, 0.381673
533, 0.376454
534, 0.370949
535, 0.365168
536, 0.359125
537, 0.352836
538, 0.346318
539, 0.339593
540, 0.332683
541, 0.325612
542, 0.318405
543, 0.311087
544, 0.303684
545, 0.296222
546, 0.288726
547, 0.28122
548, 0.273729
549, 0.266275
550, 0.258878
551, 0.251558
552, 0.244332
553, 0.237217
554, 0.230226
555, 0.223371
556, 0.216663
557, 0.210112
558, 0.203723
559, 0.197504
560, 0.19146
561, 0.185593
562, 0.179909
563, 0.174415
564, 0.169127
565, 0.1641
566, 0.159621
567, 0.158564
568, 0.153121
569, 0.145838
570, 0.141041
571, 0.13674
572, 0.132687
573, 0.128823
574, 0.125124
575, 0.121575
576, 0.118168
577, 0.114896
578, 0.111753
579, 0.108734
580, 0.105837
581, 0.103057
582, 0.10039
583, 0.0978314
584, 0.0953765
585, 0.0930199
586, 0.0907572
587, 0.0885851
588, 0.0865008
589, 0.0845015
590, 0.0825837
591, 0.0807434
592, 0.0789765
593, 0.0772797
594, 0.0756506
595, 0.0740875
596, 0.072588
597, 0.0711491
598, 0.0697672
599, 0.0684398
600, 0.0671652
601, 0.0659423
602, 0.0647692
603, 0.0636431
604, 0.0625613
605, 0.0615223
606, 0.0605253
607, 0.0595693
608, 0.0586521
609, 0.0577711
610, 0.0569252
611, 0.0561139
612, 0.0553365
613, 0.054591
614, 0.0538754
615, 0.0531888
616, 0.0525315
617, 0.0519023
618, 0.0512991
619, 0.0507209
620, 0.0501675
621, 0.0496389
622, 0.0491334
623, 0.0486495
624, 0.048187
625, 0.0477463
626, 0.0473261
627, 0.0469248
628, 0.0465422
629, 0.0461789
630, 0.0458338
631, 0.0455052
632, 0.0451933
633, 0.0448989
634, 0.0446205
635, 0.0443563
636, 0.0441078
637, 0.0438864
638, 0.0436708
639, 0.0434483
640, 0.0432566
641, 0.0430777
642, 0.0429112
643, 0.0427573
644, 0.0426161
645, 0.0424866
646, 0.0423682
647, 0.0422615
648, 0.0421662
649, 0.0420811
650, 0.0420064
651, 0.0419425
652, 0.0418883
653, 0.0418435
654, 0.0418087
655, 0.0417832
656, 0.0417661
657, 0.0417582
658, 0.0417591
659, 0.0417678
660, 0.0417847
661, 0.0418099
662, 0.0418422
663, 0.041882
664, 0.0419293
665, 0.0419831
666, 0.0420437
667, 0.0421111
668, 0.0421842
669, 0.0422632
670, 0.0423483
671, 0.0424383
672, 0.0425335
673, 0.0426339
674, 0.0427384
675, 0.0428473
676, 0.0429604
677, 0.0430767
678, 0.0431965
679, 0.0433194
680, 0.0434447
681, 0.0435725
682, 0.0437022
683, 0.0438332
684, 0.0439658
685, 0.0440989
686, 0.0442324
687, 0.0443662
688, 0.0444992
689, 0.0446316
690, 0.0447628
691, 0.044892
692, 0.0450193
693, 0.045144
694, 0.0452655
695, 0.0453837
696, 0.0454978
697, 0.0456075
698, 0.0457126
699, 0.045812
700, 0.0459058


