lambda,Pabs
350, 0.888959
351, 0.87666
352, 0.863005
353, 0.848275
354, 0.83275
355, 0.816699
356, 0.800374
357, 0.784009
358, 0.767812
359, 0.751967
360, 0.736624
361, 0.721906
362, 0.707908
363, 0.694699
364, 0.682327
365, 0.670827
366, 0.660218
367, 0.650515
368, 0.641729
369, 0.633866
370, 0.626931
371, 0.620925
372, 0.615848
373, 0.611693
374, 0.608449
375, 0.606102
376, 0.604632
377, 0.604018
378, 0.604238
379, 0.60527
380, 0.607094
381, 0.609691
382, 0.613045
383, 0.617142
384, 0.621966
385, 0.627504
386, 0.633738
387, 0.640648
388, 0.648209
389, 0.656393
390, 0.665162
391, 0.674476
392, 0.684286
393, 0.694541
394, 0.705181
395, 0.716145
396, 0.727364
397, 0.738768
398, 0.75028
399, 0.76182
400, 0.773304
401, 0.784643
402, 0.795746
403, 0.806516
404, 0.816856
405, 0.826667
406, 0.835852
407, 0.844316
408, 0.85197
409, 0.858732
410, 0.86453
411, 0.869307
412, 0.873014
413, 0.875622
414, 0.877112
415, 0.877484
416, 0.87675
417, 0.874934
418, 0.872075
419, 0.86822
420, 0.863424
421, 0.857751
422, 0.851269
423, 0.844051
424, 0.836172
425, 0.82771
426, 0.818743
427, 0.80935
428, 0.799609
429, 0.789596
430, 0.779383
431, 0.769043
432, 0.758641
433, 0.748238
434, 0.737892
435, 0.727653
436, 0.717567
437, 0.707674
438, 0.698009
439, 0.688601
440, 0.679476
441, 0.670655
442, 0.662156
443, 0.653995
444, 0.646185
445, 0.638738
446, 0.631662
447, 0.624966
448, 0.618655
449, 0.612735
450, 0.607207
451, 0.602072
452, 0.597327
453, 0.592968
454, 0.588987
455, 0.585372
456, 0.582112
457, 0.579188
458, 0.576581
459, 0.57427
460, 0.572229
461, 0.57043
462, 0.568845
463, 0.56744
464, 0.566184
465, 0.56504
466, 0.563972
467, 0.562947
468, 0.561926
469, 0.560877
470, 0.559766
471, 0.558563
472, 0.557241
473, 0.555777
474, 0.554151
475, 0.552349
476, 0.55036
477, 0.548181
478, 0.54581
479, 0.543252
480, 0.540514
481, 0.537609
482, 0.534552
483, 0.531359
484, 0.528051
485, 0.524649
486, 0.521176
487, 0.517654
488, 0.514105
489, 0.510554
490, 0.507021
491, 0.503527
492, 0.500093
493, 0.496736
494, 0.493472
495, 0.490315
496, 0.487278
497, 0.484371
498, 0.481601
499, 0.478974
500, 0.476493
501, 0.474159
502, 0.47197
503, 0.469922
504, 0.46801
505, 0.466226
506, 0.464559
507, 0.462999
508, 0.46153
509, 0.460139
510, 0.458808
511, 0.457519
512, 0.456253
513, 0.454989
514, 0.453706
515, 0.45238
516, 0.45099
517, 0.449511
518, 0.44792
519, 0.446193
520, 0.444307
521, 0.442238
522, 0.439965
523, 0.437467
524, 0.434724
525, 0.431717
526, 0.428432
527, 0.424855
528, 0.420974
529, 0.416782
530, 0.412273
531, 0.407446
532, 0.4023
533, 0.396842
534, 0.391079
535, 0.385021
536, 0.378682
537, 0.37208
538, 0.365234
539, 0.358164
540, 0.350896
541, 0.343453
542, 0.335863
543, 0.328152
544, 0.320348
545, 0.312478
546, 0.30457
547, 0.296649
548, 0.288743
549, 0.280873
550, 0.273065
551, 0.265337
552, 0.257709
553, 0.2502
554, 0.242823
555, 0.235592
556, 0.228518
557, 0.221611
558, 0.214879
559, 0.208327
560, 0.20196
561, 0.19578
562, 0.18979
563, 0.18399
564, 0.178379
565, 0.172957
566, 0.16772
567, 0.162667
568, 0.157794
569, 0.153097
570, 0.148573
571, 0.144217
572, 0.140026
573, 0.135993
574, 0.132116
575, 0.128388
576, 0.124806
577, 0.121365
578, 0.118059
579, 0.114885
580, 0.111838
581, 0.108913
582, 0.106105
583, 0.103411
584, 0.100825
585, 0.0983442
586, 0.0959639
587, 0.09368
588, 0.0914887
589, 0.0893863
590, 0.0873691
591, 0.0854335
592, 0.0835761
593, 0.0817938
594, 0.0800834
595, 0.0784418
596, 0.0768663
597, 0.0753541
598, 0.0739025
599, 0.0725092
600, 0.0711716
601, 0.0698876
602, 0.068655
603, 0.0674717
604, 0.0663357
605, 0.0652452
606, 0.0641984
607, 0.0631936
608, 0.0622292
609, 0.0613035
610, 0.0604152
611, 0.0595628
612, 0.058745
613, 0.0579605
614, 0.0572081
615, 0.0564867
616, 0.055795
617, 0.0551323
618, 0.0544973
619, 0.0538893
620, 0.0533072
621, 0.0527503
622, 0.0522179
623, 0.051709
624, 0.051223
625, 0.0507593
626, 0.0503171
627, 0.0498958
628, 0.0494948
629, 0.0491136
630, 0.0487515
631, 0.0484081
632, 0.0480828
633, 0.0477751
634, 0.0474845
635, 0.0472105
636, 0.0469527
637, 0.0467106
638, 0.0464837
639, 0.0462716
640, 0.046074
641, 0.0458904
642, 0.0457203
643, 0.0455635
644, 0.0454196
645, 0.0452882
646, 0.0451689
647, 0.0450615
648, 0.0449657
649, 0.0448811
650, 0.0448075
651, 0.0447445
652, 0.044692
653, 0.0446497
654, 0.0446173
655, 0.0445946
656, 0.0445814
657, 0.0445774
658, 0.0445825
659, 0.0445964
660, 0.0446189
661, 0.0446497
662, 0.0446888
663, 0.0447358
664, 0.0447905
665, 0.0448527
666, 0.0449222
667, 0.0449987
668, 0.045082
669, 0.0451718
670, 0.0452678
671, 0.0453698
672, 0.0454775
673, 0.0455906
674, 0.0457088
675, 0.0458317
676, 0.045959
677, 0.0460904
678, 0.0462256
679, 0.0463641
680, 0.0465056
681, 0.0466497
682, 0.0467959
683, 0.046944
684, 0.0470934
685, 0.0472438
686, 0.0473947
687, 0.0475456
688, 0.0476961
689, 0.0478457
690, 0.047994
691, 0.0481404
692, 0.0482845
693, 0.0484257
694, 0.0485637
695, 0.0486978
696, 0.0488277
697, 0.0489527
698, 0.0490724
699, 0.0491862
700, 0.0492938


