lambda,Pabs
350, 0.886917
351, 0.874366
352, 0.860494
353, 0.845585
354, 0.829921
355, 0.813771
356, 0.797384
357, 0.78099
358, 0.764791
359, 0.748965
360, 0.733658
361, 0.718989
362, 0.705051
363, 0.691913
364, 0.679623
365, 0.668215
366, 0.65771
367, 0.64812
368, 0.639453
369, 0.631711
370, 0.624897
371, 0.619009
372, 0.614044
373, 0.609996
374, 0.606855
375, 0.604607
376, 0.603236
377, 0.602723
378, 0.603045
379, 0.604183
380, 0.606114
381, 0.608819
382, 0.61228
383, 0.616482
384, 0.621408
385, 0.627043
386, 0.63337
387, 0.640368
388, 0.648015
389, 0.656281
390, 0.66513
391, 0.674521
392, 0.684407
393, 0.694734
394, 0.705444
395, 0.716474
396, 0.727753
397, 0.739211
398, 0.750768
399, 0.762345
400, 0.773855
401, 0.785209
402, 0.796313
403, 0.807073
404, 0.817389
405, 0.827163
406, 0.836299
407, 0.844703
408, 0.852286
409, 0.858968
410, 0.864678
411, 0.869358
412, 0.872962
413, 0.87546
414, 0.876836
415, 0.877089
416, 0.876233
417, 0.874294
418, 0.871312
419, 0.867335
420, 0.862422
421, 0.856638
422, 0.850052
423, 0.842738
424, 0.834774
425, 0.826236
426, 0.817204
427, 0.807756
428, 0.797969
429, 0.787917
430, 0.777674
431, 0.767308
432, 0.756887
433, 0.746471
434, 0.736116
435, 0.725874
436, 0.715791
437, 0.705906
438, 0.696253
439, 0.686864
440, 0.677762
441, 0.668969
442, 0.660502
443, 0.652377
444, 0.644604
445, 0.637196
446, 0.63016
447, 0.623503
448, 0.617232
449, 0.611351
450, 0.605861
451, 0.600764
452, 0.596056
453, 0.591733
454, 0.587788
455, 0.58421
456, 0.580986
457, 0.578098
458, 0.575528
459, 0.573254
460, 0.57125
461, 0.569489
462, 0.56794
463, 0.566572
464, 0.565352
465, 0.564244
466, 0.563213
467, 0.562223
468, 0.561237
469, 0.560222
470, 0.559144
471, 0.557973
472, 0.556683
473, 0.555248
474, 0.553651
475, 0.551877
476, 0.549915
477, 0.547761
478, 0.545415
479, 0.54288
480, 0.540166
481, 0.537283
482, 0.534248
483, 0.531078
484, 0.527793
485, 0.524414
486, 0.520964
487, 0.517465
488, 0.51394
489, 0.510412
490, 0.506902
491, 0.503431
492, 0.500019
493, 0.496683
494, 0.493439
495, 0.490301
496, 0.487282
497, 0.484392
498, 0.481638
499, 0.479025
500, 0.476557
501, 0.474235
502, 0.472057
503, 0.470019
504, 0.468117
505, 0.466341
506, 0.464682
507, 0.463128
508, 0.461666
509, 0.46028
510, 0.458953
511, 0.457667
512, 0.456402
513, 0.455137
514, 0.453851
515, 0.452522
516, 0.451125
517, 0.449637
518, 0.448035
519, 0.446295
520, 0.444393
521, 0.442306
522, 0.440013
523, 0.437492
524, 0.434724
525, 0.431692
526, 0.428379
527, 0.424772
528, 0.420861
529, 0.416638
530, 0.412098
531, 0.407239
532, 0.402062
533, 0.396573
534, 0.39078
535, 0.384693
536, 0.378327
537, 0.371699
538, 0.364827
539, 0.357735
540, 0.350446
541, 0.342985
542, 0.335378
543, 0.327652
544, 0.319835
545, 0.311955
546, 0.304039
547, 0.296112
548, 0.288201
549, 0.280329
550, 0.27252
551, 0.264793
552, 0.257168
553, 0.249662
554, 0.24229
555, 0.235066
556, 0.228
557, 0.221101
558, 0.214378
559, 0.207836
560, 0.20148
561, 0.195312
562, 0.189333
563, 0.183545
564, 0.177947
565, 0.172537
566, 0.167313
567, 0.162273
568, 0.157412
569, 0.152728
570, 0.148216
571, 0.143872
572, 0.139692
573, 0.135671
574, 0.131804
575, 0.128088
576, 0.124516
577, 0.121084
578, 0.117788
579, 0.114623
580, 0.111584
581, 0.108667
582, 0.105867
583, 0.103181
584, 0.100602
585, 0.0981285
586, 0.0957549
587, 0.0934775
588, 0.0912926
589, 0.0891963
590, 0.087185
591, 0.0852551
592, 0.0834034
593, 0.0816265
594, 0.0799214
595, 0.078285
596, 0.0767144
597, 0.075207
598, 0.0737601
599, 0.0723712
600, 0.071038
601, 0.0697581
602, 0.0685294
603, 0.0673499
604, 0.0662176
605, 0.0651305
606, 0.064087
607, 0.0630853
608, 0.0621238
609, 0.061201
610, 0.0603153
611, 0.0594655
612, 0.0586501
613, 0.0578679
614, 0.0571177
615, 0.0563984
616, 0.0557088
617, 0.055048
618, 0.0544149
619, 0.0538087
620, 0.0532284
621, 0.0526732
622, 0.0521424
623, 0.0516351
624, 0.0511506
625, 0.0506883
626, 0.0502476
627, 0.0498276
628, 0.049428
629, 0.049048
630, 0.0486872
631, 0.0483449
632, 0.0480207
633, 0.0477141
634, 0.0474245
635, 0.0471515
636, 0.0468947
637, 0.0466535
638, 0.0464275
639, 0.0462163
640, 0.0460196
641, 0.0458368
642, 0.0456675
643, 0.0455116
644, 0.0453684
645, 0.0452377
646, 0.0451193
647, 0.0450126
648, 0.0449175
649, 0.0448335
650, 0.0447606
651, 0.0446982
652, 0.0446463
653, 0.0446045
654, 0.0445726
655, 0.0445504
656, 0.0445376
657, 0.044534
658, 0.0445394
659, 0.0445536
660, 0.0445764
661, 0.0446074
662, 0.0446467
663, 0.0446938
664, 0.0447486
665, 0.0448109
666, 0.0448804
667, 0.0449569
668, 0.0450402
669, 0.04513
670, 0.045226
671, 0.045328
672, 0.0454356
673, 0.0455486
674, 0.0456667
675, 0.0457896
676, 0.0459169
677, 0.0460482
678, 0.0461833
679, 0.0463217
680, 0.0464632
681, 0.0466072
682, 0.0467534
683, 0.0469014
684, 0.0470507
685, 0.047201
686, 0.0473517
687, 0.0475024
688, 0.0476527
689, 0.0478021
690, 0.0479501
691, 0.0480962
692, 0.04824
693, 0.0483809
694, 0.0485184
695, 0.0486521
696, 0.0487814
697, 0.0489059
698, 0.049025
699, 0.0491383
700, 0.0492452


