lambda,Pabs
350, 0.889484
351, 0.880349
352, 0.869076
353, 0.856061
354, 0.841746
355, 0.826553
356, 0.810837
357, 0.794858
358, 0.778795
359, 0.762768
360, 0.746874
361, 0.731222
362, 0.715945
363, 0.701203
364, 0.687166
365, 0.673993
366, 0.66181
367, 0.650697
368, 0.640678
369, 0.631728
370, 0.623788
371, 0.616785
372, 0.610647
373, 0.605322
374, 0.600784
375, 0.597039
376, 0.594114
377, 0.592051
378, 0.590894
379, 0.590674
380, 0.591401
381, 0.593062
382, 0.595619
383, 0.599014
384, 0.603181
385, 0.608053
386, 0.613567
387, 0.619679
388, 0.626361
389, 0.633602
390, 0.641404
391, 0.649776
392, 0.658725
393, 0.668248
394, 0.678322
395, 0.688904
396, 0.699922
397, 0.711284
398, 0.72288
399, 0.73459
400, 0.746292
401, 0.757871
402, 0.769227
403, 0.780271
404, 0.790932
405, 0.801148
406, 0.81086
407, 0.820008
408, 0.828526
409, 0.836337
410, 0.843353
411, 0.849483
412, 0.854635
413, 0.858729
414, 0.861697
415, 0.863499
416, 0.864118
417, 0.863568
418, 0.861887
419, 0.859136
420, 0.855387
421, 0.850725
422, 0.845232
423, 0.83899
424, 0.832072
425, 0.824546
426, 0.816474
427, 0.80791
428, 0.798911
429, 0.789533
430, 0.779834
431, 0.76988
432, 0.759738
433, 0.749482
434, 0.739184
435, 0.72892
436, 0.718758
437, 0.708761
438, 0.698986
439, 0.689478
440, 0.680271
441, 0.671392
442, 0.662857
443, 0.654674
444, 0.646846
445, 0.639373
446, 0.632253
447, 0.625483
448, 0.619062
449, 0.612992
450, 0.607274
451, 0.601913
452, 0.596913
453, 0.592281
454, 0.588019
455, 0.584128
456, 0.580605
457, 0.577443
458, 0.57463
459, 0.572147
460, 0.569969
461, 0.568068
462, 0.566408
463, 0.564951
464, 0.563653
465, 0.562471
466, 0.561359
467, 0.560271
468, 0.559164
469, 0.557996
470, 0.556731
471, 0.555335
472, 0.553784
473, 0.552055
474, 0.550133
475, 0.548011
476, 0.545685
477, 0.543157
478, 0.540434
479, 0.537526
480, 0.534448
481, 0.531214
482, 0.527844
483, 0.524357
484, 0.520771
485, 0.517108
486, 0.513387
487, 0.509627
488, 0.505849
489, 0.50207
490, 0.498309
491, 0.494582
492, 0.490905
493, 0.487293
494, 0.483762
495, 0.480322
496, 0.476988
497, 0.473769
498, 0.470674
499, 0.467713
500, 0.464891
501, 0.462213
502, 0.459681
503, 0.457296
504, 0.455054
505, 0.452951
506, 0.45098
507, 0.449129
508, 0.447385
509, 0.445731
510, 0.44415
511, 0.44262
512, 0.441119
513, 0.439621
514, 0.438103
515, 0.436539
516, 0.434903
517, 0.43317
518, 0.431316
519, 0.429318
520, 0.427153
521, 0.424804
522, 0.42225
523, 0.419475
524, 0.416466
525, 0.41321
526, 0.409696
527, 0.405915
528, 0.401861
529, 0.397528
530, 0.392913
531, 0.388017
532, 0.382839
533, 0.377385
534, 0.371659
535, 0.365671
536, 0.359432
537, 0.352956
538, 0.346259
539, 0.33936
540, 0.332281
541, 0.325043
542, 0.317672
543, 0.310193
544, 0.302633
545, 0.295019
546, 0.287378
547, 0.279736
548, 0.272118
549, 0.264549
550, 0.25705
551, 0.249643
552, 0.242346
553, 0.235175
554, 0.228144
555, 0.221265
556, 0.214548
557, 0.208
558, 0.201628
559, 0.195435
560, 0.189423
561, 0.183595
562, 0.17795
563, 0.172487
564, 0.167206
565, 0.162102
566, 0.157175
567, 0.15242
568, 0.147835
569, 0.143415
570, 0.139156
571, 0.135056
572, 0.131109
573, 0.127312
574, 0.12366
575, 0.120149
576, 0.116776
577, 0.113534
578, 0.110422
579, 0.107433
580, 0.104565
581, 0.101812
582, 0.0991707
583, 0.0966371
584, 0.094207
585, 0.0918765
586, 0.0896416
587, 0.0874986
588, 0.0854437
589, 0.0834734
590, 0.081584
591, 0.0797723
592, 0.0780347
593, 0.0763682
594, 0.0747697
595, 0.0732361
596, 0.0717645
597, 0.0703523
598, 0.0689967
599, 0.0676954
600, 0.0664458
601, 0.0652458
602, 0.0640932
603, 0.062986
604, 0.0619223
605, 0.0609004
606, 0.0599186
607, 0.0589753
608, 0.0580691
609, 0.0571986
610, 0.0563626
611, 0.0555598
612, 0.0547892
613, 0.0540496
614, 0.05334
615, 0.0526595
616, 0.0520071
617, 0.051382
618, 0.0507833
619, 0.0502102
620, 0.0496619
621, 0.0491376
622, 0.0486365
623, 0.0481581
624, 0.0477014
625, 0.047266
626, 0.046851
627, 0.0464559
628, 0.0460801
629, 0.0457228
630, 0.0453837
631, 0.045062
