lambda,Pabs
350, 0.90128
351, 0.89229
352, 0.881395
353, 0.868862
354, 0.854976
355, 0.840028
356, 0.824307
357, 0.808088
358, 0.79163
359, 0.775169
360, 0.758909
361, 0.743027
362, 0.727665
363, 0.712939
364, 0.698937
365, 0.685723
366, 0.673347
367, 0.661843
368, 0.651234
369, 0.64154
370, 0.632771
371, 0.624935
372, 0.618036
373, 0.61207
374, 0.607031
375, 0.602909
376, 0.599687
377, 0.597348
378, 0.59587
379, 0.595232
380, 0.595413
381, 0.596395
382, 0.598158
383, 0.600688
384, 0.60397
385, 0.607992
386, 0.61274
387, 0.618199
388, 0.624352
389, 0.631176
390, 0.638648
391, 0.646736
392, 0.655404
393, 0.664613
394, 0.674316
395, 0.684465
396, 0.695005
397, 0.705879
398, 0.717023
399, 0.728371
400, 0.739853
401, 0.751392
402, 0.762907
403, 0.774313
404, 0.785518
405, 0.796428
406, 0.806945
407, 0.816971
408, 0.826406
409, 0.835157
410, 0.843131
411, 0.850247
412, 0.85643
413, 0.861619
414, 0.865765
415, 0.86883
416, 0.870794
417, 0.871649
418, 0.871401
419, 0.870068
420, 0.867682
421, 0.864283
422, 0.85992
423, 0.854652
424, 0.848544
425, 0.841664
426, 0.834088
427, 0.825891
428, 0.817154
429, 0.807955
430, 0.798375
431, 0.788491
432, 0.778381
433, 0.768116
434, 0.757766
435, 0.747394
436, 0.73706
437, 0.726817
438, 0.716712
439, 0.706786
440, 0.697076
441, 0.687614
442, 0.678426
443, 0.669536
444, 0.660963
445, 0.652726
446, 0.644837
447, 0.637311
448, 0.630157
449, 0.623383
450, 0.616996
451, 0.610999
452, 0.605394
453, 0.600177
454, 0.595345
455, 0.590889
456, 0.586798
457, 0.583058
458, 0.579649
459, 0.576551
460, 0.573739
461, 0.571188
462, 0.568867
463, 0.566745
464, 0.564789
465, 0.562963
466, 0.561233
467, 0.559562
468, 0.557914
469, 0.556256
470, 0.554553
471, 0.552775
472, 0.550894
473, 0.548885
474, 0.546727
475, 0.544406
476, 0.541909
477, 0.539231
478, 0.536368
479, 0.533326
480, 0.53011
481, 0.526731
482, 0.523205
483, 0.519547
484, 0.515778
485, 0.511919
486, 0.507991
487, 0.504018
488, 0.500024
489, 0.49603
490, 0.492058
491, 0.488131
492, 0.484268
493, 0.480488
494, 0.476807
495, 0.473241
496, 0.469803
497, 0.466504
498, 0.463354
499, 0.460359
500, 0.457525
501, 0.454854
502, 0.452348
503, 0.450006
504, 0.447824
505, 0.445797
506, 0.443918
507, 0.442178
508, 0.440567
509, 0.439073
510, 0.437682
511, 0.436378
512, 0.435146
513, 0.433968
514, 0.432825
515, 0.431698
516, 0.430566
517, 0.429408
518, 0.428202
519, 0.426927
520, 0.42556
521, 0.424078
522, 0.422459
523, 0.420682
524, 0.418724
525, 0.416566
526, 0.414188
527, 0.411572
528, 0.408701
529, 0.405562
530, 0.402141
531, 0.39843
532, 0.39442
533, 0.390108
534, 0.385492
535, 0.380575
536, 0.375361
537, 0.369857
538, 0.364076
539, 0.358031
540, 0.351739
541, 0.345218
542, 0.338489
543, 0.331577
544, 0.324503
545, 0.317295
546, 0.309978
547, 0.302579
548, 0.295123
549, 0.287636
550, 0.280143
551, 0.272668
