lambda,Pabs
350, 0.628972
351, 0.618381
352, 0.607309
353, 0.595928
354, 0.584383
355, 0.572796
356, 0.561282
357, 0.54996
358, 0.53895
359, 0.528371
360, 0.518329
361, 0.508914
362, 0.500183
363, 0.492167
364, 0.48487
365, 0.478275
366, 0.472359
367, 0.467096
368, 0.462468
369, 0.45847
370, 0.455103
371, 0.452381
372, 0.450318
373, 0.448928
374, 0.448218
375, 0.448188
376, 0.448828
377, 0.45012
378, 0.452039
379, 0.454558
380, 0.457645
381, 0.461273
382, 0.465418
383, 0.470062
384, 0.475194
385, 0.480804
386, 0.486887
387, 0.493437
388, 0.500443
389, 0.507884
390, 0.515731
391, 0.523941
392, 0.532461
393, 0.541227
394, 0.550168
395, 0.559209
396, 0.568273
397, 0.577289
398, 0.586186
399, 0.594898
400, 0.603363
401, 0.611518
402, 0.619302
403, 0.626648
404, 0.63349
405, 0.639759
406, 0.645384
407, 0.650301
408, 0.654448
409, 0.657777
410, 0.660252
411, 0.661852
412, 0.662572
413, 0.662424
414, 0.661433
415, 0.659635
416, 0.657076
417, 0.653806
418, 0.64988
419, 0.645353
420, 0.64028
421, 0.634714
422, 0.628709
423, 0.622316
424, 0.615589
425, 0.608579
426, 0.60134
427, 0.593926
428, 0.586389
429, 0.578783
430, 0.571157
431, 0.563561
432, 0.556038
433, 0.548627
434, 0.541364
435, 0.534278
436, 0.527393
437, 0.520727
438, 0.514298
439, 0.508115
440, 0.502188
441, 0.496525
442, 0.491131
443, 0.486011
444, 0.481171
445, 0.476617
446, 0.472354
447, 0.468389
448, 0.464726
449, 0.461371
450, 0.458329
451, 0.455603
452, 0.453193
453, 0.451099
454, 0.449317
455, 0.447839
456, 0.446655
457, 0.445753
458, 0.445116
459, 0.444723
460, 0.444554
461, 0.444582
462, 0.444781
463, 0.445122
464, 0.445573
465, 0.446104
466, 0.446682
467, 0.447275
468, 0.447851
469, 0.44838
470, 0.448831
471, 0.449179
472, 0.449397
473, 0.449465
474, 0.449364
475, 0.44908
476, 0.448603
477, 0.447926
478, 0.447047
479, 0.445967
480, 0.44469
481, 0.443226
482, 0.441586
483, 0.439783
484, 0.437832
485, 0.435751
486, 0.433558
487, 0.431273
488, 0.428914
489, 0.426503
490, 0.424057
491, 0.421595
492, 0.419136
493, 0.416694
494, 0.414286
495, 0.411923
496, 0.409618
497, 0.407379
498, 0.405213
499, 0.403125
500, 0.401115
501, 0.399185
502, 0.39733
503, 0.395545
504, 0.393822
505, 0.392152
506, 0.390522
507, 0.388918
508, 0.387325
509, 0.385726
510, 0.384102
511, 0.382437
512, 0.380709
513, 0.378899
514, 0.376988
515, 0.374957
516, 0.372786
517, 0.370457
518, 0.367954
519, 0.365259
520, 0.362358
521, 0.359238
522, 0.355888
523, 0.352298
524, 0.348461
525, 0.344373
526, 0.340031
527, 0.335435
528, 0.330588
529, 0.325495
530, 0.320164
531, 0.314607
532, 0.308835
533, 0.302865
534, 0.296714
535, 0.2904
536, 0.283945
537, 0.277371
538, 0.270701
539, 0.263957
540, 0.257164
541, 0.250344
542, 0.243521
543, 0.236717
544, 0.229953
545, 0.223248
546, 0.216621
547, 0.210089
548, 0.203666
549, 0.197365
550, 0.191198
551, 0.185174
552, 0.179302
553, 0.173587
554, 0.168033
555, 0.162646
556, 0.157425
557, 0.152372
558, 0.147487
559, 0.142769
560, 0.138217
561, 0.133827
562, 0.129597
563, 0.125524
564, 0.121604
565, 0.117834
566, 0.114209
567, 0.110725
568, 0.107378
569, 0.104165
570, 0.10108
571, 0.0981188
572, 0.0952781
573, 0.0925533
574, 0.0899401
575, 0.0874344
576, 0.0850322
577, 0.0827294
578, 0.0805222
579, 0.0784067
580, 0.0763792
581, 0.074436
582, 0.0725738
583, 0.070789
584, 0.0690784
585, 0.0674389
586, 0.0658673
587, 0.0643609
588, 0.0629167
589, 0.0615322
590, 0.0602047
591, 0.0589318
592, 0.0577111
593, 0.0565404
594, 0.0554176
595, 0.0543406
596, 0.0533074
597, 0.0523162
598, 0.0513653
599, 0.0504528
600, 0.0495773
601, 0.0487372
602, 0.047931
603, 0.0471573
604, 0.0464149
605, 0.0457024
606, 0.0450188
607, 0.0443629
608, 0.0437337
609, 0.0431301
610, 0.0425513
611, 0.0419964
612, 0.0414645
613, 0.0409548
614, 0.0404666
615, 0.0399991
616, 0.0395518
617, 0.0391239
618, 0.0387148
619, 0.0383239
620, 0.0379507
621, 0.0375945
622, 0.037255
623, 0.0369314
624, 0.0366234
625, 0.0363304
626, 0.0360521
627, 0.0357878
628, 0.0355372
629, 0.0352999
630, 0.0350755
631, 0.0348635
632, 0.0346636
633, 0.0344754
634, 0.0342985
635, 0.0341327
636, 0.0339776
637, 0.033833
638, 0.0336984
639, 0.0335737
640, 0.0334585
641, 0.0333527
642, 0.0332559
643, 0.0331679
644, 0.0330885
645, 0.0330175
646, 0.0329546
647, 0.0328996
648, 0.0328524
649, 0.0328128
650, 0.0327804
651, 0.0327552
652, 0.0327369
653, 0.0327253
654, 0.0327203
655, 0.0327217
656, 0.0327292
657, 0.0327427
658, 0.032762
659, 0.0327869
660, 0.0328172
661, 0.0328528
662, 0.0328933
663, 0.0329387
664, 0.0329886
665, 0.033043
666, 0.0331015
667, 0.033164
668, 0.0332302
669, 0.0332999
670, 0.0333729
671, 0.0334489
672, 0.0335276
673, 0.0336087
674, 0.0336921
675, 0.0337773
676, 0.0338642
677, 0.0339523
678, 0.0340414
679, 0.0341312
680, 0.0342212
681, 0.0343113
682, 0.0344009
683, 0.0344898
684, 0.0345776
685, 0.0346639
686, 0.0347484
687, 0.0348307
688, 0.0349104
689, 0.0349871
690, 0.0350605
691, 0.0351302
692, 0.0351959
693, 0.0352571
694, 0.0353136
695, 0.035365
696, 0.0354109
697, 0.035451
698, 0.0354849
699, 0.0355125
700, 0.0355334


