lambda,Pabs
350, 0.903024
351, 0.895012
352, 0.884981
353, 0.873183
354, 0.859895
355, 0.845406
356, 0.83001
357, 0.813992
358, 0.797626
359, 0.781159
360, 0.764811
361, 0.74877
362, 0.733189
363, 0.718193
364, 0.703878
365, 0.690318
366, 0.677567
367, 0.665666
368, 0.654648
369, 0.644536
370, 0.635346
371, 0.62709
372, 0.619774
373, 0.613397
374, 0.607954
375, 0.603432
376, 0.599816
377, 0.597087
378, 0.595222
379, 0.5942
380, 0.594
381, 0.594602
382, 0.59599
383, 0.598148
384, 0.601065
385, 0.604728
386, 0.609125
387, 0.614243
388, 0.620064
389, 0.626569
390, 0.633731
391, 0.641522
392, 0.649906
393, 0.658844
394, 0.668293
395, 0.678205
396, 0.68853
397, 0.699213
398, 0.710196
399, 0.721417
400, 0.732809
401, 0.744299
402, 0.755809
403, 0.767257
404, 0.778552
405, 0.789602
406, 0.800309
407, 0.810573
408, 0.820295
409, 0.829378
410, 0.837729
411, 0.845264
412, 0.851903
413, 0.857581
414, 0.862243
415, 0.865848
416, 0.868366
417, 0.869784
418, 0.8701
419, 0.869326
420, 0.867484
421, 0.864609
422, 0.860746
423, 0.855948
424, 0.850274
425, 0.843793
426, 0.836575
427, 0.828698
428, 0.820239
429, 0.811279
430, 0.801899
431, 0.792178
432, 0.782194
433, 0.772021
434, 0.761732
435, 0.751391
436, 0.741059
437, 0.730793
438, 0.720641
439, 0.710648
440, 0.700852
441, 0.691287
442, 0.681982
443, 0.672962
444, 0.66425
445, 0.655864
446, 0.64782
447, 0.640132
448, 0.632813
449, 0.625872
450, 0.619315
451, 0.613149
452, 0.607373
453, 0.601987
454, 0.596987
455, 0.592364
456, 0.588109
457, 0.584205
458, 0.580635
459, 0.577378
460, 0.57441
461, 0.571704
462, 0.569231
463, 0.566959
464, 0.564856
465, 0.562887
466, 0.561017
467, 0.55921
468, 0.55743
469, 0.555643
470, 0.553817
471, 0.551919
472, 0.549922
473, 0.547802
474, 0.545537
475, 0.543111
476, 0.540513
477, 0.537736
478, 0.534778
479, 0.531641
480, 0.528331
481, 0.52486
482, 0.521242
483, 0.517493
484, 0.513633
485, 0.509683
486, 0.505665
487, 0.501602
488, 0.497517
489, 0.493433
490, 0.489372
491, 0.485357
492, 0.481406
493, 0.477539
494, 0.473773
495, 0.470123
496, 0.466603
497, 0.463224
498, 0.459995
499, 0.456925
500, 0.454018
501, 0.451277
502, 0.448704
503, 0.446299
504, 0.444057
505, 0.441975
506, 0.440045
507, 0.43826
508, 0.436608
509, 0.43508
510, 0.433661
511, 0.432336
512, 0.431091
513, 0.429908
514, 0.42877
515, 0.427657
516, 0.42655
517, 0.425427
518, 0.424269
519, 0.423054
520, 0.421759
521, 0.420363
522, 0.418844
523, 0.417179
524, 0.415348
525, 0.413329
526, 0.411103
527, 0.408652
528, 0.405957
529, 0.403003
530, 0.399778
531, 0.39627
532, 0.39247
533, 0.388372
534, 0.383975
535, 0.379277
536, 0.374282
537, 0.368996
538, 0.363429
539, 0.357593
540, 0.351503
541, 0.345177
542, 0.338634
543, 0.331896
544, 0.324987
545, 0.31793
546, 0.310753
547, 0.30348
548, 0.296137
549, 0.288751
550, 0.281345
551, 0.273946
552, 0.266574
553, 0.259252
554, 0.252
555, 0.244837
556, 0.237778
557, 0.230838
558, 0.22403
559, 0.217365
560, 0.210853
561, 0.2045
562, 0.198312
563, 0.192295
564, 0.186451
565, 0.180781
566, 0.175288
567, 0.169971
568, 0.164828
569, 0.159859
570, 0.15506
571, 0.150431
572, 0.145966
573, 0.141663
574, 0.137519
575, 0.133529
576, 0.12969
577, 0.125996
578, 0.122445
579, 0.119031
580, 0.11575
581, 0.112599
582, 0.109572
583, 0.106666
584, 0.103875
585, 0.101196
586, 0.0986252
587, 0.0961577
588, 0.0937896
589, 0.0915171
590, 0.0893363
591, 0.0872435
592, 0.0852351
593, 0.0833077
594, 0.0814578
595, 0.0796823
596, 0.077978
597, 0.076342
598, 0.0747714
599, 0.0732636
600, 0.0718159
601, 0.0704258
602, 0.0690912
603, 0.0678096
604, 0.0665789
605, 0.0653971
606, 0.0642624
607, 0.0631727
608, 0.0621263
609, 0.0611217
610, 0.0601571
611, 0.0592309
612, 0.0583419
613, 0.0574885
614, 0.0566694
615, 0.0558833
616, 0.0551291
617, 0.0544056
618, 0.0537116
619, 0.0530462
620, 0.0524084
621, 0.0517972
622, 0.0512117
623, 0.0506511
624, 0.0501146
625, 0.0496014
626, 0.0491108
627, 0.0486421
628, 0.0481947
629, 0.0477678
630, 0.0473609
631, 0.0469734
632, 0.0466047
