lambda,Pabs
350, 0.898775
351, 0.889035
352, 0.877485
353, 0.864402
354, 0.850075
355, 0.834795
356, 0.818846
357, 0.802496
358, 0.785994
359, 0.769565
360, 0.753402
361, 0.737671
362, 0.722507
363, 0.708017
364, 0.694282
365, 0.681361
366, 0.669297
367, 0.65812
368, 0.647847
369, 0.638493
370, 0.630066
371, 0.622569
372, 0.616005
373, 0.61037
374, 0.605659
375, 0.601859
376, 0.598958
377, 0.596936
378, 0.595773
379, 0.595448
380, 0.595938
381, 0.597224
382, 0.599287
383, 0.602112
384, 0.605682
385, 0.609986
386, 0.615009
387, 0.620736
388, 0.62715
389, 0.63423
390, 0.641948
391, 0.650273
392, 0.659167
393, 0.668589
394, 0.678492
395, 0.688821
396, 0.699523
397, 0.710535
398, 0.721793
399, 0.733227
400, 0.744764
401, 0.756325
402, 0.767827
403, 0.779182
404, 0.790297
405, 0.801077
406, 0.811425
407, 0.82124
408, 0.830426
409, 0.838889
410, 0.846541
411, 0.853302
412, 0.859101
413, 0.86388
414, 0.867595
415, 0.870215
416, 0.871723
417, 0.872119
418, 0.871413
419, 0.86963
420, 0.866806
421, 0.862987
422, 0.858227
423, 0.852588
424, 0.846138
425, 0.838948
426, 0.831094
427, 0.822652
428, 0.813703
429, 0.804325
430, 0.794597
431, 0.784596
432, 0.774396
433, 0.764071
434, 0.753685
435, 0.743303
436, 0.73298
437, 0.722769
438, 0.712715
439, 0.702857
440, 0.693231
441, 0.683864
442, 0.674784
443, 0.66601
444, 0.657561
445, 0.649453
446, 0.641699
447, 0.634309
448, 0.627295
449, 0.620662
450, 0.614417
451, 0.608562
452, 0.603099
453, 0.598024
454, 0.593334
455, 0.589019
456, 0.585068
457, 0.581465
458, 0.578193
459, 0.575229
460, 0.57255
461, 0.570129
462, 0.567935
463, 0.565938
464, 0.564104
465, 0.562397
466, 0.560783
467, 0.559226
468, 0.557689
469, 0.556139
470, 0.554541
471, 0.552866
472, 0.551084
473, 0.549172
474, 0.54711
475, 0.544881
476, 0.542475
477, 0.539886
478, 0.537111
479, 0.534155
480, 0.531024
481, 0.52773
482, 0.524288
483, 0.520714
484, 0.517028
485, 0.513251
486, 0.509407
487, 0.505516
488, 0.501603
489, 0.49769
