lambda,Pabs
350, 0.88508
351, 0.872345
352, 0.858317
353, 0.843283
354, 0.827523
355, 0.811303
356, 0.794872
357, 0.778453
358, 0.762248
359, 0.746431
360, 0.731146
361, 0.716513
362, 0.702622
363, 0.689541
364, 0.677319
365, 0.665985
366, 0.655559
367, 0.646052
368, 0.637468
369, 0.62981
370, 0.623078
371, 0.617272
372, 0.612387
373, 0.608417
374, 0.605352
375, 0.603181
376, 0.601886
377, 0.601448
378, 0.601846
379, 0.603059
380, 0.605066
381, 0.607846
382, 0.611382
383, 0.615656
384, 0.620653
385, 0.626356
386, 0.632749
387, 0.639811
388, 0.647519
389, 0.655843
390, 0.664749
391, 0.674197
392, 0.684137
393, 0.694518
394, 0.70528
395, 0.716359
396, 0.727683
397, 0.739181
398, 0.750772
399, 0.762375
400, 0.773904
401, 0.785267
402, 0.796373
403, 0.807125
404, 0.817426
405, 0.827178
406, 0.836284
407, 0.84465
408, 0.852188
409, 0.858818
410, 0.864469
411, 0.869084
412, 0.872616
413, 0.875036
414, 0.87633
415, 0.876497
416, 0.875552
417, 0.873525
418, 0.870455
419, 0.866393
420, 0.861399
421, 0.855537
422, 0.84888
423, 0.841501
424, 0.833477
425, 0.824886
426, 0.815806
427, 0.806317
428, 0.796493
429, 0.786411
430, 0.776143
431, 0.765758
432, 0.755322
433, 0.744896
434, 0.734537
435, 0.724294
436, 0.714215
437, 0.704337
438, 0.694697
439, 0.685323
440, 0.676239
441, 0.667467
442, 0.659023
443, 0.650923
444, 0.643176
445, 0.635795
446, 0.628787
447, 0.622159
448, 0.615916
449, 0.610063
450, 0.604602
451, 0.599532
452, 0.594852
453, 0.590557
454, 0.586639
455, 0.583088
456, 0.57989
457, 0.57703
458, 0.574487
459, 0.57224
460, 0.570264
461, 0.56853
462, 0.56701
463, 0.565671
464, 0.564479
465, 0.563399
466, 0.562395
467, 0.561432
468, 0.560473
469, 0.559484
470, 0.558431
471, 0.557285
472, 0.556019
473, 0.554608
474, 0.553034
475, 0.551282
476, 0.549342
477, 0.54721
478, 0.544886
479, 0.542373
480, 0.53968
481, 0.536819
482, 0.533805
483, 0.530655
484, 0.527391
485, 0.524033
486, 0.520603
487, 0.517123
488, 0.513618
489, 0.510109
490, 0.506617
491, 0.503164
492, 0.499769
493, 0.496449
494, 0.493221
495, 0.490098
496, 0.487093
497, 0.484216
498, 0.481474
499, 0.478872
500, 0.476415
501, 0.474102
502, 0.471933
503, 0.469903
504, 0.468008
505, 0.466239
506, 0.464586
507, 0.463037
508, 0.461579
509, 0.460196
510, 0.458872
511, 0.457587
512, 0.456322
513, 0.455057
514, 0.453769
515, 0.452436
516, 0.451034
517, 0.44954
518, 0.44793
519, 0.44618
