lambda,Pabs
350, 0.728678
351, 0.73451
352, 0.740735
353, 0.746583
354, 0.7509
355, 0.752656
356, 0.751338
357, 0.747114
358, 0.740752
359, 0.733312
360, 0.725712
361, 0.718361
362, 0.71106
363, 0.703197
364, 0.694125
365, 0.683488
366, 0.671372
367, 0.65827
368, 0.644927
369, 0.632143
370, 0.620573
371, 0.610567
372, 0.602097
373, 0.594806
374, 0.588171
375, 0.581694
376, 0.575057
377, 0.568187
378, 0.561242
379, 0.554555
380, 0.548545
381, 0.543624
382, 0.540098
383, 0.538093
384, 0.537525
385, 0.538139
386, 0.539586
387, 0.541512
388, 0.54363
389, 0.545762
390, 0.547862
391, 0.550015
392, 0.552421
393, 0.555343
394, 0.559043
395, 0.563714
396, 0.569429
397, 0.576132
398, 0.583658
399, 0.591772
400, 0.600214
401, 0.608732
402, 0.617116
403, 0.625231
404, 0.633034
405, 0.640579
406, 0.647991
407, 0.655418
408, 0.662982
409, 0.670741
410, 0.678661
411, 0.686632
412, 0.694482
413, 0.702001
414, 0.708972
415, 0.715197
416, 0.72052
417, 0.724853
418, 0.728186
419, 0.730579
420, 0.732145
421, 0.733011
422, 0.733283
423, 0.733029
424, 0.732262
425, 0.730956
426, 0.729055
427, 0.726494
428, 0.723212
429, 0.719168
430, 0.714352
431, 0.708795
432, 0.702571
433, 0.695795
434, 0.688614
435, 0.681179
436, 0.673633
437, 0.666093
438, 0.658637
439, 0.651306
440, 0.644115
441, 0.637055
442, 0.630104
443, 0.623236
444, 0.616426
445, 0.609656
446, 0.60292
447, 0.596231
448, 0.589621
449, 0.583144
450, 0.576865
451, 0.570852
452, 0.56517
453, 0.559867
454, 0.554976
455, 0.550511
456, 0.546469
457, 0.542834
458, 0.539577
459, 0.536656
460, 0.53402
461, 0.53161
462, 0.529367
463, 0.52723
464, 0.525148
465, 0.52308
466, 0.520997
467, 0.51888
468, 0.516717
469, 0.514501
470, 0.512227
471, 0.509893
472, 0.507493
473, 0.505026
474, 0.502488
475, 0.499875
476, 0.49718
477, 0.494392
478, 0.491498
479, 0.488482
480, 0.485327
481, 0.482018
482, 0.478546
483, 0.474907
484, 0.471102
485, 0.467142
486, 0.46304
487, 0.458817
488, 0.454496
489, 0.450107
490, 0.445681
491, 0.441254
492, 0.43686
493, 0.432538
494, 0.42832
495, 0.424236
496, 0.420312
497, 0.416565
498, 0.413005
499, 0.409638
500, 0.406462
501, 0.403471
502, 0.400656
503, 0.398002
504, 0.395497
505, 0.393121
506, 0.390859
507, 0.388693
508, 0.386606
509, 0.384584
510, 0.382615
511, 0.38069
512, 0.378803
513, 0.376952
514, 0.375135
515, 0.37335
516, 0.371596
517, 0.369869
518, 0.368164
519, 0.366471
520, 0.36478
521, 0.363075
522, 0.361338
523, 0.35955
524, 0.357688
525, 0.355728
526, 0.353644
527, 0.35141
528, 0.349003
529, 0.346398
530, 0.343577
531, 0.340523
532, 0.337226
533, 0.33368
534, 0.329884
535, 0.325844
536, 0.321567
537, 0.317067
538, 0.312358
539, 0.307459
540, 0.302385
541, 0.297156
542, 0.29179
543, 0.286302
544, 0.280711
545, 0.27503
546, 0.269275
547, 0.263458
548, 0.257594
549, 0.251692
550, 0.245765
551, 0.239825
552, 0.233882
553, 0.227947
554, 0.222033
555, 0.216152
556, 0.210316
557, 0.204539
558, 0.198834
559, 0.193213
560, 0.187689
561, 0.182273
562, 0.176975
563, 0.171805
564, 0.166768
565, 0.161872
566, 0.15712
567, 0.152514
568, 0.148058
569, 0.14375
570, 0.139589
571, 0.135576
572, 0.131705
573, 0.127975
574, 0.124382
575, 0.12092
576, 0.117586
577, 0.114374
578, 0.11128
579, 0.108298
580, 0.105424
581, 0.102653
582, 0.0999815
583, 0.0974055
584, 0.0949218
585, 0.0925272
586, 0.090219
587, 0.0879945
588, 0.0858514
589, 0.0837872
590, 0.0817998
591, 0.0798868
592, 0.0780463
593, 0.0762761
594, 0.0745744
595, 0.0729391
596, 0.0713684
597, 0.0698605
598, 0.0684136
599, 0.0670257
600, 0.065695
601, 0.0644194
602, 0.0631969
603, 0.0620253
604, 0.0609024
605, 0.059826
606, 0.0587939
607, 0.057804
608, 0.0568541
609, 0.0559424
610, 0.055067
611, 0.054226
612, 0.053418
613, 0.0526414
614, 0.0518947
615, 0.0511766
616, 0.0504858
617, 0.0498211
618, 0.0491813
619, 0.0485653
620, 0.0479723
621, 0.0474012
622, 0.0468514
623, 0.0463222
624, 0.0458131
625, 0.0453235
626, 0.0448532
627, 0.0444019
628, 0.0439691
629, 0.0435548
630, 0.0431586
631, 0.0427802
632, 0.0424194
633, 0.0420757
634, 0.0417489
635, 0.0414386
636, 0.0411443
637, 0.0408658
638, 0.0406025
639, 0.0403542
640, 0.0401204
641, 0.0399008
642, 0.039695
643, 0.0395027
644, 0.0393235
645, 0.0391568
646, 0.0390024
647, 0.0388596
648, 0.0387281
649, 0.0386073
650, 0.0384967
651, 0.0383958
652, 0.0383041
653, 0.0382212
654, 0.0381465
655, 0.0380799
656, 0.0380208
657, 0.0379691
658, 0.0379245
659, 0.0378868
660, 0.0378558
661, 0.0378313
662, 0.0378132
663, 0.0378013
664, 0.0377955
665, 0.0377957
666, 0.0378016
667, 0.0378132
668, 0.0378303
669, 0.0378529
670, 0.0378808
671, 0.0379139
672, 0.0379522
673, 0.0379955
674, 0.038044
675, 0.0380974
676, 0.0381557
677, 0.0382189
678, 0.0382867
679, 0.0383591
680, 0.0384358
681, 0.0385166
682, 0.0386013
683, 0.0386894
684, 0.0387807
685, 0.0388747
686, 0.0389711
687, 0.0390694
688, 0.0391691
689, 0.0392698
690, 0.039371
691, 0.0394724
692, 0.0395734
693, 0.0396736
694, 0.0397726
695, 0.0398698
696, 0.039965
697, 0.0400575
698, 0.0401469
699, 0.0402328
700, 0.0403148


