lambda,Pabs
350, 0.246871
351, 0.246963
352, 0.247006
353, 0.246977
354, 0.246838
355, 0.246607
356, 0.246293
357, 0.245913
358, 0.245521
359, 0.245119
360, 0.244736
361, 0.244373
362, 0.244005
363, 0.243632
364, 0.243206
365, 0.242726
366, 0.242173
367, 0.241544
368, 0.240867
369, 0.240142
370, 0.239416
371, 0.23869
372, 0.237997
373, 0.237332
374, 0.236695
375, 0.23608
376, 0.235459
377, 0.234831
378, 0.234165
379, 0.233473
380, 0.232738
381, 0.231986
382, 0.231215
383, 0.23046
384, 0.22972
385, 0.229024
386, 0.228368
387, 0.227763
388, 0.227195
389, 0.226663
390, 0.226146
391, 0.225641
392, 0.225128
393, 0.224611
394, 0.224077
395, 0.223541
396, 0.223003
397, 0.222479
398, 0.221975
399, 0.221507
400, 0.221078
401, 0.220695
402, 0.220356
403, 0.220056
404, 0.219792
405, 0.219547
406, 0.219322
407, 0.219096
408, 0.218875
409, 0.218644
410, 0.218411
411, 0.218173
412, 0.217934
413, 0.21771
414, 0.217494
415, 0.217309
416, 0.217143
417, 0.217016
418, 0.216915
419, 0.216845
420, 0.216805
421, 0.216776
422, 0.216772
423, 0.216764
424, 0.216766
425, 0.21676
426, 0.216746
427, 0.216733
428, 0.216703
429, 0.216682
430, 0.216655
431, 0.216636
432, 0.216635
433, 0.216641
434, 0.216681
435, 0.216736
436, 0.216819
437, 0.216932
438, 0.217059
439, 0.217218
440, 0.217389
441, 0.217574
442, 0.217777
443, 0.217978
444, 0.218193
445, 0.218411
446, 0.21863
447, 0.218865
448, 0.2191
449, 0.21935
450, 0.219619
451, 0.219898
452, 0.220206
453, 0.220534
454, 0.220882
455, 0.22126
456, 0.221653
457, 0.222064
458, 0.222491
459, 0.222918
460, 0.223346
461, 0.223766
462, 0.22416
463, 0.224532
464, 0.224864
465, 0.225145
466, 0.225376
467, 0.225538
468, 0.225626
469, 0.225641
470, 0.225565
471, 0.225397
472, 0.225138
473, 0.224774
474, 0.224306
475, 0.223735
476, 0.22305
477, 0.222253
478, 0.221349
479, 0.220327
480, 0.219191
481, 0.217946
482, 0.216586
483, 0.215115
484, 0.213542
485, 0.21186
486, 0.210077
487, 0.208202
488, 0.206233
489, 0.204177
490, 0.202044
491, 0.199838
492, 0.197562
493, 0.195228
494, 0.192843
495, 0.190409
496, 0.187937
497, 0.185435
498, 0.182903
499, 0.180351
500, 0.177788
501, 0.175213
502, 0.172631
503, 0.170048
504, 0.167467
505, 0.164888
506, 0.162318
507, 0.159755
508, 0.157202
509, 0.154657
510, 0.152127
511, 0.14961
512, 0.147108
513, 0.144618
514, 0.142145
515, 0.139688
516, 0.137253
517, 0.134838
518, 0.132442
519, 0.130072
520, 0.127719
521, 0.125397
522, 0.123102
523, 0.120842
524, 0.118604
525, 0.116398
526, 0.114224
527, 0.112082
528, 0.10998
529, 0.107907
530, 0.105877
531, 0.103864
532, 0.101891
533, 0.0999518
534, 0.0980492
535, 0.0961876
536, 0.0943427
537, 0.0925395
538, 0.0907535
539, 0.0890063
540, 0.0872952
541, 0.0856089
542, 0.0839719
543, 0.0823321
544, 0.0807367
545, 0.0791598
546, 0.0776246
547, 0.0761353
548, 0.0746474
549, 0.0732126
550, 0.0717831
551, 0.0703866
552, 0.0690253
553, 0.0676857
554, 0.0664127
555, 0.0651445
556, 0.0638919
557, 0.0626711
558, 0.0614671
559, 0.0603186
560, 0.0591921
561, 0.0580758
562, 0.0570404
563, 0.0559597
564, 0.0549272
565, 0.053891
566, 0.0528997
567, 0.0519809
568, 0.0510578
569, 0.050127
570, 0.0492526
571, 0.0483421
572, 0.0474933
573, 0.0466451
574, 0.0458091
575, 0.0450643
576, 0.0443239
577, 0.0435344
578, 0.0427847
579, 0.0420137
580, 0.0413062
581, 0.0406753
582, 0.039962
583, 0.0393207
584, 0.0387458
585, 0.038072
586, 0.0374615
587, 0.0368107
588, 0.036198
589, 0.0356979
590, 0.0352085
591, 0.034621
592, 0.0341414
593, 0.0335836
594, 0.0330526
595, 0.0325809
596, 0.0320511
597, 0.0315558
598, 0.0312145
599, 0.0307738
600, 0.0302987
601, 0.0298965
602, 0.0293549
603, 0.0289485
604, 0.0285708
605, 0.0281644
606, 0.0277714
607, 0.0274264
608, 0.0270355
609, 0.0266391
610, 0.0262935
611, 0.0258475
612, 0.0255004
613, 0.0251832
614, 0.0248471
615, 0.0245436
616, 0.0242461
617, 0.0239044
618, 0.0235568
619, 0.0232608
620, 0.0229614
621, 0.0226317
622, 0.0223859
623, 0.0221335
624, 0.0218646
625, 0.0216397
626, 0.0214023
627, 0.0210656
628, 0.0208041
629, 0.0205965
630, 0.0203876
631, 0.0201919
632, 0.0200059
633, 0.019749
634, 0.0195222
635, 0.0193579
636, 0.019186
637, 0.0189841
638, 0.0187905
639, 0.0185908
640, 0.0184344
641, 0.0183245
642, 0.0181476
643, 0.0179762
644, 0.0178128
645, 0.0176751
646, 0.0175481
647, 0.0174304
648, 0.0172174
649, 0.0169531
650, 0.0168213
651, 0.0167449
652, 0.016645
653, 0.0165231
654, 0.016378
655, 0.0160638
656, 0.0158869
657, 0.0157747
658, 0.0156429
659, 0.0154736
660, 0.0153697
661, 0.0152524
662, 0.0150804
663, 0.0149651
664, 0.0148562
665, 0.0146479
666, 0.0144169
667, 0.0143653
668, 0.0142923
669, 0.014198
670, 0.0141335
671, 0.0140583
672, 0.0138284
673, 0.0136321
674, 0.0135618
675, 0.013491
676, 0.0134051
677, 0.0133716
678, 0.0133416
679, 0.0132031
680, 0.013033
681, 0.0129443
682, 0.0128713
683, 0.0127303
684, 0.0126587
685, 0.0126776
686, 0.0126267
687, 0.0125136
688, 0.0124539
689, 0.0124363
690, 0.0122595
691, 0.0120683
692, 0.0121067
693, 0.0120481
694, 0.0119342
695, 0.0119343
696, 0.0119642
697, 0.0119579
698, 0.011734
699, 0.0116823
700, 0.0116312


