lambda,Pabs
350, 0.524495
351, 0.524017
352, 0.523452
353, 0.522802
354, 0.522084
355, 0.521303
356, 0.520452
357, 0.519529
358, 0.518525
359, 0.517438
360, 0.516263
361, 0.51501
362, 0.51369
363, 0.51232
364, 0.510912
365, 0.509471
366, 0.508005
367, 0.506512
368, 0.504993
369, 0.503447
370, 0.501875
371, 0.500284
372, 0.49868
373, 0.497068
374, 0.495448
375, 0.493825
376, 0.492203
377, 0.490587
378, 0.48898
379, 0.487392
380, 0.485828
381, 0.484301
382, 0.482812
383, 0.481364
384, 0.47995
385, 0.478571
386, 0.477222
387, 0.475903
388, 0.474609
389, 0.473346
390, 0.47212
391, 0.470938
392, 0.469802
393, 0.468716
394, 0.46768
395, 0.466694
396, 0.465757
397, 0.464867
398, 0.464022
399, 0.46322
400, 0.462461
401, 0.461747
402, 0.461076
403, 0.460446
404, 0.459855
405, 0.4593
406, 0.458778
407, 0.458288
408, 0.457828
409, 0.4574
410, 0.457001
411, 0.456638
412, 0.45631
413, 0.456019
414, 0.455765
415, 0.455544
416, 0.455354
417, 0.455191
418, 0.455052
419, 0.454933
420, 0.454833
421, 0.454749
422, 0.454678
423, 0.454626
424, 0.45459
425, 0.454572
426, 0.454574
427, 0.454594
428, 0.454632
429, 0.45469
430, 0.454765
431, 0.45486
432, 0.454974
433, 0.455108
434, 0.455263
435, 0.455439
436, 0.45564
437, 0.455864
438, 0.456114
439, 0.456389
440, 0.456689
441, 0.457012
442, 0.45736
443, 0.457732
444, 0.458128
445, 0.45855
446, 0.458999
447, 0.459477
448, 0.459985
449, 0.460524
450, 0.461098
451, 0.461702
452, 0.462341
453, 0.463006
454, 0.463696
455, 0.464405
456, 0.465127
457, 0.465855
458, 0.466577
459, 0.467286
460, 0.467969
461, 0.468615
462, 0.469212
463, 0.469744
464, 0.470198
465, 0.470559
466, 0.47081
467, 0.470937
468, 0.470922
469, 0.470749
470, 0.470405
471, 0.469875
472, 0.469148
473, 0.468213
474, 0.46706
475, 0.465682
476, 0.464075
477, 0.462234
478, 0.460158
479, 0.457848
480, 0.455304
481, 0.452531
482, 0.449533
483, 0.446317
484, 0.442889
485, 0.439258
486, 0.435433
487, 0.431426
488, 0.427247
489, 0.422907
490, 0.418419
491, 0.413794
492, 0.409045
493, 0.404185
494, 0.399226
495, 0.39418
496, 0.389058
497, 0.383872
498, 0.378634
499, 0.373353
500, 0.368037
501, 0.362698
502, 0.357341
503, 0.351975
504, 0.346606
505, 0.341242
506, 0.335889
507, 0.33055
508, 0.325224
509, 0.319924
510, 0.314657
511, 0.30942
512, 0.304211
513, 0.299038
514, 0.293909
515, 0.288827
516, 0.28379
517, 0.278801
518, 0.273862
519, 0.268977
520, 0.264146
521, 0.259371
522, 0.254658
523, 0.250011
524, 0.245425
525, 0.24088
526, 0.236397
